QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
12887,Who appointed the governor under whom Richard Winn served ?,billed,die,"http://dbpedia.org/ontology/billed,http://dbpedia.org/ontology/deathPlace",2,1,1,0.5,0,0,0.5,0.5,,0,0
12888,Which tenants of the Master Card center is also th draft team of Sam Carrrick ?,relatives ,study,"http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/education",2,1,1,0,0,0,0,0.5,0,0,1
12889,Who produced the TV shows for Fremantle Media ?,part,an/gsg-5,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/district",2,1,1,0.5,0,0,,0,0,1,1
12890,What is the nationality of Newin Chidchob ?,subject,athletics,"http://dbpedia.org/ontology/nonFictionSubject,http://dbpedia.org/ontology/athletics",2,1,1,0.5,0,0,0.5,0.5,0.5,0,1
12891,Who appointed the governor under which Robert Witherspoon worked ?,released,director,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/director",2,1,1,0.5,0,0,,0,0,0,0
12892,"List the base currency of the country whose anthem is Oj, svijetla majska zoro. ?",race,,http://dbpedia.org/ontology/race,1,1,1,1,0,0,,,,0,1
12893,list  the producer of the movies in which Rosemarie DeWitt in the star cast ?,designer,,http://dbpedia.org/ontology/designer,1,1,1,1,0,0,1,1,1,0,1
12894,What is the city whose mayor is Giorgos Kaminis ?,draft team,tenants,http://dbpedia.org/ontology/draftTeam,1,3,3,1,0,0,1,1,1,0,1
12895,What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor ?,alma mater,state,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/state",2,1.5,1.5,1,0,0,0.5,,0.5,0,1
12896,Which royal person married the successor of Darius I ?,married to,,http://dbpedia.org/ontology/spouse,1,2,2,0,0,0,1,0,1,0,0
12897,What is the district of Fort Heath radar station ?,country,birth place,"http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/birthPlace",2,1.5,1.5,1,0,0,0.5,0.5,0.5,0,1
12898,Name some shows whose company is owned by the CBS Corporation ?,Division,youth clubs,http://dbpedia.org/ontology/league,1,3,3,0,0,0,,0,0,0,0
12899,Who holds stock in the railway lines ending in Washington DC ?,appointed,500000,"http://dbpedia.org/ontology/appointer,http://dbpedia.org/ontology/appointer",2,1,1,0,0,1,1,0,1,1,1
12900,Where was the narrator of Spain on the Road Again born ?,written,languages,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/programmingLanguage",2,1,1,0,0,0,0,,,0,0
12901,Name the TV show whose composer is Judy Hart Angelo and company as Paramount Television ?,coach,debuted,"http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/debutTeam",2,1,1,0.5,0,0,0,0,0,1,0
12902,Where does the successor of Thongsuk Samdaengpan reside ?,predecessor,developer,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/developer",2,1,1,1,0,0,1,,,0,0
12903,Name the sports played by PATTS College of Aeronautics ?,directed,,http://dbpedia.org/ontology/director,1,1,1,0,0,0,,,,1,0
12904,In which teams have league members of the Czech Extraliga played previously ?,commander,fought,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/combatant",2,1,1,0.5,0,0,,,0,0,0
12905,Who is the office holder with deputies as Neil Brown and Andrew Peacock ?,owner,owner,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/owner",2,1,1,1,0,0,1,1,1,0,1
12906,Which executive producer of Into the Dalek also produced Wizards vs Aliens ?,successor,political party,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/party",2,1.5,1.5,0.5,0,0,0.5,0.5,0,0,0
12907,Who appointed the successor of Charles Pinckney ?,composed,played on,"http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/ontology/composer",2,1.5,1.5,0,0,0,,0.5,,0,0
12908,What is the name of the movie whose director of photography was Jordan Cronenweth and music composer was Vangelis ?,architect,,http://dbpedia.org/ontology/architect,1,1,1,1,0,0,1,1,1,0,0
12909,Where did Goran Cengic die ?,appointer,relative,"http://dbpedia.org/ontology/appointer,http://dbpedia.org/ontology/relation",2,1,1,0.5,0,0,0.5,0,0.5,0,1
12910,Who all have rented the stadium whose architect is Populous ?,owner,,http://dbpedia.org/ontology/owner,1,1,1,1,0,0,1,1,1,0,1
12911,Which body governs over the place made by the chumash people ?,chairman,home stadium,"http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/homeStadium",2,1.5,1.5,1,0,0,0.5,0,0.5,0,1
12912,Which hometown of pavel Moroz is also the palace of birthplace of Helena of Moscow ?,government type,,http://dbpedia.org/ontology/governmentType,1,2,2,1,0,0,1,1,1,0,1
12913,Which Fox  show is presented by Ryan Seacrest ?,driver pole,driver pole,"http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/poleDriver",2,2,2,0,0,0,,,,0,1
12914,What is the alma mater of the actors of The God Who Wasn't There ?,casted,@@@,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/starring",2,0.5,1,0,0.5,0,,,,0,0
12915,What sporting goods companies are located in Herzogenaurach ?,capital,currencies,"http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/currency",2,1,1,0.5,0,0,0,0,0,0,1
12916,What genre of games are made by Blizzard Entertainment studios ?,doctoral supervisor,,http://dbpedia.org/ontology/doctoralAdvisor,1,2,2,0,0,0,,0,1,0,1
12917,Which predecessor of Alexander Downer was deputy to Neil Brown ?,renovation,,http://dbpedia.org/ontology/architect,1,1,1,0,0,0,,,,0,0
12918,Which sports are played in the alma mater of Amitava Datta ?,river,,http://dbpedia.org/ontology/river,1,1,1,1,0,0,,,,0,1
12919,Under which archipelago does Canary Islands fall ?,die ,@@@,"http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/deathCause",2,0.5,1,0,0.5,0,,,,1,0
12920,What is the craft of the Ralph Flanders which is also the profession of  Claiborne Pell ?,created,,http://dbpedia.org/ontology/creator,1,1,1,0,0,0,,0,1,1,0
12921,Where do the CNN employees typically graduate from ?,manufactured,born,"http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/birthPlace",2,1,1,0,0,0,,,,1,0
12922,What is the affiliation of tani University ?,predecessor,made,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/manufacturer",2,1,1,0.5,0,0,0.5,0,0.5,0,0
12923,Who was the architect of the stadium currently run by the Pittsburgh Pirates ?,married to,children,http://dbpedia.org/ontology/spouse,1,3,3,0,0,0,1,0,1,0,0
12924,What race of Linda Hogan is the state of origin of the Holmes Colbert ?,base currency,base currency,"http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/currency",2,2,2,0,0,0,0,,,0,1
12925,What is the name of the artist which worked on the subsequent work of Ella Loves Cole ?,appointer,President,"http://dbpedia.org/ontology/appointer,http://dbpedia.org/ontology/president",2,1,1,1,0,0,1,,,0,0
12926,What are the television shows whose network is Prime Time Entertainment Network ?,mascot,,http://dbpedia.org/ontology/mascot,1,1,1,1,0,0,1,1,1,0,1
12927,What is the place of birth of the stars of Auto Shankar ?,mmebers,,http://dbpedia.org/ontology/membership,1,1,1,0,0,0,,,,0,0
12928,Who is the writer of the singles whose producer is Peter-John Vettese ?,successor,location country,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/locationCountry",2,1.5,1.5,1,0,0,,0,,0,0
12929,What is the common race of the Martin Molony and race of the Coneygree ?,mission,,http://dbpedia.org/ontology/mission,1,1,1,1,0,0,1,,,0,1
12930,Name the movies distributed by RKO Pictures and has music composer as Bernard Herrmann ?,division,domain,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/domain",2,1,1,1,0,0,,,,1,0
12931,Give me some series related to the one which had Yasmin Paige in them. ?,played for,draft team,"http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/draftTeam",2,2,2,0.5,0,0,0.5,,,0,0
12932,Who is the artist of Sings Kristofferson and also performed Milk Cow Blues atleast once ?,successor,birth place,http://dbpedia.org/ontology/successor,1,3,3,1,0,0,0,0,0,0,0
12933,What is the television show whose producer is Stephen E. Ambrose ?,executive producer,,http://dbpedia.org/ontology/executiveProducer,1,2,2,1,0,0,1,,,0,0
12934,Which TV show's  opening theme is The Best of Both Worlds (song) and executive producer is Steven Peterman ?,contains,born ,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/isPartOf",2,1,1,0,0,0,,,,0,0
12935,What is the religion of the person who is in the cast of Master's Sun> ?,married to,,http://dbpedia.org/ontology/partner,1,2,2,0,0,0,0,0,0,0,1
12936,List the people who were born in Gelnhausen and graduated from Pepperdine University ?,taught by,,http://dbpedia.org/ontology/training,1,2,2,0,0,0,,,,0,0
12937,Which TV shows distributor is Broadcast syndication and developed by Brian Graden ?,network,company,"http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/company",2,1,1,1,0,0,0,0,,0,1
12938,Which university was attended by both Richard H Immerman and Franklin W Olin ?,produced,composed,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/composer",2,1,1,0,0,0,,0.5,,0,0
12939,Name someone known for a project involved in the Occupation of Japan ?,cinematographer,,http://dbpedia.org/ontology/cinematography,1,1,1,0,0,0,0,,,0,1
12940,What is the awards given to the horse whose grandson is the famous Counterpoint ?,country's,graduated,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/nationality",2,1,1,0,0,0,0,0,,0,1
12941,what kind of games can I find for PC 9800 ?,located,,http://dbpedia.org/ontology/location,1,1,1,0,0,0,,,,0,0
12942,List the director of The Adventures of mimi ?,Education,body discovered,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/bodyDiscovered",2,1.5,1.5,1,0,0,,0,0,0,0
12943,Name the movie whose director is Ridley Scott and it's music composer is Vangelis ?,CPU,in,"http://dbpedia.org/ontology/locationCity,http://dbpedia.org/ontology/cpu",2,1,1,0.5,0,0,,,,0,0
12944,List the home stadiums of the teams in the Russian Premier League ?,in,teams,"http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/teamName",2,1,1,0,0,0,,,,0,0
12945,In which country is there a dam on the Awash river ?,publisher,academic discipline,"http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/academicDiscipline",2,1.5,1.5,1,0,0,,,,0,0
12946,Which astronauts went on the Gemini 8 mission ?,producer,,http://dbpedia.org/ontology/producer,1,1,1,1,0,0,1,0,1,0,1
12947,List the television shows whose Composers are associated with Strontium 90 ?,parent,consort,"http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/spouse",2,1,1,0.5,0,0,0,,,0,1
12948,Who is the owner of the bank where Thomas Secunda works ?,nearest city,nearest city,"http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity",2,2,2,1,0,0,0,1,,0,0
12949,Which fields are covered by academic journals in the US ?,cast,in,"http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/starring",2,1,1,0,0,0,0,,,0,0
12950,"Where do the people, famous for the Panathinaikos FC reside ?",came after,countries,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/locationCountry",2,1.5,1.5,0,0,0,,,,0,0
12951,What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet ?,predecessor,birthplace,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/birthPlace",2,1,1,1,0,0,1,0,0.5,0,0
12952,What is the university attended by the baseball player who's known for Olin Corporation ?,hometown,,http://dbpedia.org/ontology/hometown,1,1,1,1,0,0,1,0,1,0,0
12953,what region is governed by Mario Olivero ?,rival,mascot,"http://dbpedia.org/ontology/rival,http://dbpedia.org/ontology/mascot",2,1,1,1,0,0,0.5,0.5,0.5,0,0
12954,What is the Team Name  of St. Viator High School ?,produced,@@@,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/company",2,0.5,1,0,0.5,0,0,0,0,0,0
12955,Name the members of youth clubs which have Camp Nou as their homeground. ?,locations,locations,"http://dbpedia.org/ontology/locationCountry,http://dbpedia.org/ontology/locationCountry",2,1,1,0,0,0,0,0,0,0,0
12956,Who gives the license of WXXV-DT2 ?,buried,,http://dbpedia.org/ontology/placeOfBurial,1,1,1,0,0,0,,,,0,0
12957,Name the software which has been developed by John Fanning ?,founded,,http://dbpedia.org/ontology/membership,1,1,1,0,0,0,,0,,0,0
12958,"Whichi  burial place of the Henri, Duke of Rohan is also the birth place of Michel Frutschi ?",owner,famous,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/knownFor",2,1,1,0.5,0,0,0,0,0,0,1
12959,Who is the former partner of the pupil of Dalilah Sappenfield ?,album,producer,"http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/producer",2,1,1,1,0,0,0,0,0.5,0,1
12960,What writers have nationality as Statelessness ?,governor,@@@,"http://dbpedia.org/ontology/governor,http://dbpedia.org/ontology/governor",2,0.5,1,0.5,0.5,0,,,,1,0
12961,What company developed Mac OS 9 and also brought Tiny Tower to the market ?,college,alma mater,"http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/almaMater",2,1.5,1.5,1,0,0,0.5,,0.5,0,0
12962,Which currency is primarily used by the company which is the distributing label of VDE-Gallo Records ?,allegiance,,http://dbpedia.org/ontology/allegiance,1,1,1,1,0,0,,,,0,1
12963,Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen ?,predecessor,@@@,"http://dbpedia.org/ontology/class,http://dbpedia.org/ontology/predecessor",2,0.5,1,0.5,0.5,0,0.5,,,0,0
12964,What is the POD of the successor of Pmare I ?,first team,held,http://dbpedia.org/ontology/location,1,3,3,0,0,0,0,0,,0,0
12965,Which college of Luke List (golfer) is the alma mater of K. Terry Dornbush ?,spouse,religion,"http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/religion",2,1,1,1,0,0,0.5,0,0,0,1
12966,"Which parties have their members live in the PM House, Colombo ?",producer,released,"http://dbpedia.org/ontology/previousWork,http://dbpedia.org/ontology/producer",2,1,1,0.5,0,0,0,0,0.5,0,0
12967,Which president was served by someone whose lieutenant is Lewis Stuyvesant Chanler ?,series,developed,"http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/developer",2,1,1,0.5,0,0,0.5,0.5,0.5,0,0
12968,Name the president served by a lieutenant who succeeded Bob C Riley. ?,distributor,,http://dbpedia.org/ontology/distributor,1,1,1,1,0,0,,,,1,0
12969,What automobile engine's successor is BMW M40 ?,cast area,nationality,"http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/nationality",2,1.5,1.5,0.5,0,0,0,0,0,0,0
12970,Where is Oskar Blues located ?,directed,distributed by,"http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/distributor",2,1.5,1.5,0,0,0,,0,,0,0
12971,What are the outflow of the lakes which also has one of the outflow as Congo River ?,nearest city,location,"http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/location",2,1.5,1.5,1,0,0,0.5,0.5,,0,1
12972,List the science fiction shows broadcasted on BBC HD ?,place birth,residence,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/residence",2,1.5,1.5,0.5,0,0,1,0,0.5,0,1
12973,What is the basketball team whose President's college is Brockport Golden Eagles ?,team's,played in,"http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/team",2,1.5,1.5,0,0,0,0,0,0,0,0
12974,In which sitcom did Jeff Conaway acted and had TNT as its network ?,narrated,,http://dbpedia.org/ontology/narrator,1,1,1,0,0,0,,0,,0,1
12975,Who are the people which ITV(TV network) has employed ?,city,made by,"http://dbpedia.org/ontology/locationCity,http://dbpedia.org/ontology/manufacturer",2,1.5,1.5,0,0,0,0.5,0,0.5,0,0
12976,Who is the coach of England national under-21 football team ?,owner,builder,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/manufacturer",2,1,1,0.5,0,0,0.5,0.5,0.5,0,1
12977,What are the non-fiction topics in the books whose authors is Terry Pratchett ?,cast member,died,"http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/starring",2,1.5,1.5,0,0,0,0.5,,,0,0
12978,Where is the senator from whose successor was James belford ?,position,draft team,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/draftTeam",2,1.5,1.5,1,0,0,,0.5,0.5,0,0
12979,List the software using C++ as programming language and licence is Software as a service ?,cport,genere,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/sport",2,1,1,0,0,0,0,,,0,0
12980,What is the religion of the ethnic group to which the relatives of Waxiang people belong ?,in,over,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/crosses",2,1,1,0,0,0,0,,,0,0
12981,What is the drafted team of the people expected to join toronto marlies ?,employer,written,"http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/author",2,1,1,0.5,0,0,,,,0,1
12982,"What city in the US was Alfred Phillips born in, and is the resting place of William Smith ?",chancellor,,http://dbpedia.org/ontology/chancellor,1,1,1,1,0,0,0,1,0,0,1
12983,Who appointed the governor under whom Richard Winn works ?,broadcasted,presented,"http://dbpedia.org/ontology/channel,http://dbpedia.org/ontology/presenter",2,1,1,0,0,0,0,0,0,0,0
12984,Whose deputy is Neil Brown ?,built,over,"http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/crosses",2,1,1,0,0,0,0,0,0,1,0
12985,List the broadcast area of the TV stations which also serves in Agalga ?,license,,http://dbpedia.org/ontology/licensee,1,1,1,0,0,0,,0,,0,1
12986,Which operating system provider of LG Optimus Vu is also the employer of Manu Cornet ?,distributor,publisher,"http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/publisher",2,1,1,1,0,0,0.5,,,0,0
12987,In which countries have models hanged themselves ?,known for,alma mater,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/almaMater",2,2,2,1,0,0,0.5,0,0,0,1
12988,Marika Gombitov makes songs in which languages ?,deputy,,http://dbpedia.org/ontology/deputy,1,1,1,1,0,0,,,,0,1
12989,What is the mascot of the handball teams in the Turkish Handball Super League ?,death of,,http://dbpedia.org/ontology/successor,1,2,2,0,0,0,0,,0,0,0
12990,Name the TV show distributed by Broadcast Syndication and is broadcasted by comedy central ?,burried,opponents,"http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/opponent",2,1,1,0,0,0,0.5,0,0.5,0,0
12991,What band made The trial and One of these days song ?,stockholder,,http://dbpedia.org/ontology/owner,1,1,1,0,0,0,1,0,1,0,0
12992,What is Bob Adams (American football) known for ?,design,country,http://dbpedia.org/ontology/designer,1,2,2,0,0,0,0,,,0,1
12993,Which country's people work in the Birdman enterprises ?,Pole driver,,http://dbpedia.org/ontology/poleDriver,1,2,2,1,0,0,,,,0,1
12994,"List the sports associated with Mariveles, Bataan ?",lyrics,,http://dbpedia.org/ontology/lyrics,1,1,1,1,0,0,,0,,0,1
12995,What company made facebook messenger and is the platform where Words of Gold can be played ?,died in,director,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/cinematography",2,1.5,1.5,0,0,0,0.5,,,0,1
12996,What is the common party of the Manthena Venkata Raju and  B. Shiva Rao ?,deputy,predecessor,http://dbpedia.org/ontology/deputy,1,2,2,1,0,0,,,,0,1
12997,Who is the spouse of Daniel Gibson ?,Pole driver,,http://dbpedia.org/ontology/poleDriver,1,2,2,1,0,0,,,,0,1
12998,Which country does league of Nguendula Filipe belongs to ?,First Driver,,http://dbpedia.org/ontology/firstDriver,1,2,2,1,0,0,1,0,,0,1
12999,Which party does Iqbal Singh and B Shiva Rao currently belong to ?,battled,commander,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/combatant",2,1,1,0.5,0,0,,0,,0,0
13000,What sports are there at the universities affiliated to the National Capital Region Athletic Association ?,country,capital,"http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/country",2,1,1,1,0,0,,,,1,1
13001,What musician is often associated with Tiffany Villarreal and wrote Same Song ?,made,based,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/product",2,1,1,0,0,0,0,0,0,0,0
13002,Which races has the horse bred by Jacques Van't Hart participated in ?,first driver,pole driver,"http://dbpedia.org/ontology/firstDriver,http://dbpedia.org/ontology/poleDriver",2,2,2,1,0,0,0.5,0,0.5,0,1
13003,Who is owner of the soccer club which owns the Cobham Training Centre ?,actors,@@@,"http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/starring",2,0.5,1,0,0.5,0,0,,0.5,0,0
13004,Which associate of Thomas bryan Martin is also the president of Carmichael ?,former team,played,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam",2,1.5,1.5,0.5,0,0,0,0,0,0,0
13005,What cities are nearer to Fuountain Lake Farm ?,birth name,,http://dbpedia.org/ontology/birthName,1,2,2,1,0,0,1,0,1,0,1
13006,Who all have been a president of educational institutes in Paud ?,related ,countiries,"http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/country",2,1,1,0.5,0,0,,,,0,0
13007,Which governer of Winston Bryant is the president of Joseph Stiglitz ?,citizenship,,http://dbpedia.org/ontology/citizenship,1,1,1,1,0,0,0,0,0,1,1
13008,In which city is the distributor of Jeevan Mrityu located ?,broadcast area,broadcast area,"http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/broadcastArea",2,2,2,1,0,0,1,1,1,0,1
13009,What is the alma mater of the James Still which is also the alma mater of Tom Maniatis ?,sculpted,potrayed,"http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/portrayer",2,1,1,0,0,0,,0,,0,0
13010,What is the layout of the automobiles designed by Olivier Boulay ?,billed,billed,"http://dbpedia.org/ontology/billed,http://dbpedia.org/ontology/billed",2,1,1,1,0,0,,1,,0,1
13011,List the origin of the weapons which were used in the American Revolutionary War. ?,cinematographer,awards,"http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/award",2,1,1,0,0,0,0.5,,,0,1
13012,In which race did Coneygree the racehorse and Fergie Sutherland the horse trainer participate ?,garrison,,http://dbpedia.org/ontology/garrison,1,1,1,1,0,0,1,1,1,0,1
13013,To which educational institutes is Samuel Isham associated to ?,editor,film starring,"http://dbpedia.org/ontology/editing,http://dbpedia.org/ontology/starring",2,1.5,1.5,0,0,0,,,,0,0
13014,Who originally wrote the manga which was later illustrated by Tamon Ohta ?,employed,famous,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/employer",2,1,1,0,0,0,0.5,0,0.5,1,0
13015,What program is  presented by Brian Dunkleman and has artist as Simon Fuller ?,in,in,"http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/city",2,1,1,0,0,0,0,,,0,0
13016,What is the mascot of alma mater of John O Moseley ?,alma mater,state,http://dbpedia.org/ontology/almaMater,1,3,3,1,0,0,0,,,1,1
13017,Henry McDaniel's trained horses have won which awards ?,mission,birth place,"http://dbpedia.org/ontology/mission,http://dbpedia.org/ontology/birthPlace",2,1.5,1.5,1,0,0,0.5,0.5,0.5,0,0
13018,Which broadcast area of Mauritius Broadcasting Corporation is also the nationality of Michael Medor ?,alma mater,,http://dbpedia.org/ontology/almaMater,1,2,2,1,0,0,1,,1,1,1
13019,What is the person known for who is the movie director of Sleepy-Time Squirrel ?,meaning,,http://dbpedia.org/ontology/meaning,1,1,1,1,0,0,,0,,0,1
13020,"What shows used to air on the channel which was earlier known as ""The Comedy Central"" ?",architect,architect,"http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/architect",2,1,1,1,0,0,1,,0,1,0
13021,Who is the cover artist of Doctor Mirabilis (novel) ?,licensee,licensee,"http://dbpedia.org/ontology/licensee,http://dbpedia.org/ontology/licensee",2,1,1,1,0,0,,,,0,1
13022,Name the sport league of Hampton Roads Rhinos ?,party,ideologies,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/ideology",2,1,1,0.5,0,0,0.5,0,0.5,1,1
13023,Name the university of Alexandre Tichonov ?,discovered by,,http://dbpedia.org/ontology/discoverer,1,2,2,0,0,0,,1,1,1,0
13024,Name the office of Richard Coke ?,city,training,http://dbpedia.org/ontology/city,1,2,2,1,0,0,0,,0,0,0
13025,Which city's teams have been coached by Gary Kubaik ?,artist,channel,"http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/channel",2,1,1,0.5,0,0,,,,0,0
13026,Who gave the voice to the characters sculpted by Clamp ?,currency,currency,"http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/currency",2,1,1,1,0,0,1,,,0,1
13027,"Which political party of kumta had affiliation with Indian general election, 2004 (Andhra Pradesh) ?",birth,houses,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/location",2,1,1,0,0,0,0.5,0,0.5,0,0
13028,Which composer of Motorpsycho Nitemare has also composed The time are A-Changing ?,channel,producer,"http://dbpedia.org/ontology/channel,http://dbpedia.org/ontology/producer",2,1,1,1,0,0,0.5,0,0.5,0,0
13029,Who are the stars of the movies which are distributed by Artisan Entertainment ?,attend,,http://dbpedia.org/ontology/education,1,1,1,0,0,0,,,,0,0
13030,Which nearest city of Jurgens Site is the death plce of Jimmie Heuga ?,album,artist,"http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/artist",2,1,1,1,0,0,0.5,0,0.5,0,1
13031,On which river are there things belonging to zambezi river authority ?,successor,,http://dbpedia.org/ontology/successor,1,1,1,1,0,0,0,1,0,0,0
13032,What are the nearest city to the historic places whose one of the nearest city is Wisconsin ?,series,,http://dbpedia.org/ontology/series,1,1,1,1,0,0,,,,0,0
13033,To which political party does Virendra Kataria belongs ?,director,awards,"http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/award",2,1,1,0.5,0,0,,,,0,1
13034,Who is married to Tony Ramo ?,pupils,used to,"http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/formerPartner",2,1.5,1.5,0,0,0,0,0,0,0,0
13035,Who wrote Heroman ?,state,birthplace,"http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/birthPlace",2,1,1,1,0,0,1,,,0,1
13036,In which war did the units garrisoned at Turin fight ?,die,,http://dbpedia.org/ontology/deathPlace,1,1,1,0,0,0,,,,0,0
13037,Whose work is in the Musee d'orsay ?,married,,http://dbpedia.org/ontology/spouse,1,1,1,0,0,0,1,0,1,0,0
13038,Which president had lieutenants whose governor was Bill Clinton ?,made,capital,"http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/location",2,1,1,0.5,0,0,0,0,0,0,0
13039,Which animator of the The Skeleton Dance is also the  cinematographer of the Mickey's Mellerdrammer ?,successor,maker,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/manufacturer",2,1,1,0.5,0,0,,,,0,0
13040,Brian Dunkleman is the presenter of what TV show ?,religion,religion,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/religion",2,1,1,1,0,0,,0,1,1,0
13041,"List the television shows whose distributors are located at Burbank, California. ?",wife,mayor,"http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/mayor",2,1,1,0.5,0,0,0,,,0,1
13042,What is the type of Naval Station Bremerton ?,operating system,programming language,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage",2,2,2,1,0,0,0.5,,,0,1
13043,What are some movies whose distributors are led by Kevin Tsujihara ?,state,alma matter,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/state",2,1.5,1.5,0.5,0,0,0.5,,,0,0
13044,Who is the President of United World College of Costa Rica ?,achipelago,in,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/archipelago",2,1,1,0,0,0,,,,1,0
13045,In which movies directed by Orson Welles has Bernard Herrmann as music composer ?,successor,alma mater,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/almaMater",2,1.5,1.5,1,0,0,0.5,,0.5,0,0
