,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
2708,12708.0,In which place is the company which is known for Barbara bestor located ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Barbara_Bestor> <http://dbpedia.org/ontology/knownFor> ?x . ?x <http://dbpedia.org/ontology/location> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2710,12710.0,Who was the architect of the stadium currently run by Brandenton ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/Bradenton,_Florida> . ?x <http://dbpedia.org/ontology/architect> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2712,12712.0,What sports can be played at universities in Metro Manila ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/state> <http://dbpedia.org/resource/Metro_Manila> . ?x <http://dbpedia.org/property/athletics> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0
2713,12713.0,Which US state gave  us Brian Deegan and Harold Lyold ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Brian_Deegan_(rider)> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/Harold_Lloyd> <http://dbpedia.org/ontology/birthPlace> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2717,12717.0,List down the common sports played by PATTS College of Aeronautics and lytechnic University of the Philippines Taguig ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/PATTS_College_of_Aeronautics> <http://dbpedia.org/ontology/athletics> ?uri. <http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_Taguig> <http://dbpedia.org/ontology/sport> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0
2718,12718.0,Who have become famous by movies produced by Laurence Mark ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Laurence_Mark> . ?uri <http://dbpedia.org/ontology/knownFor> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
2725,12725.0,What is the former team of the football player who is the coach of 2006 Oakland Raiders season ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2006_Oakland_Raiders_season> <http://dbpedia.org/ontology/coach> ?x . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0
2726,12726.0,List the leaders of all the cities through which the Ganga river flows ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/ontology/city> ?x . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2730,12730.0,Which education center Sidney Catlin Partrodge attended which was also the alma mater of Lisa Brummel ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sidney_Catlin_Partridge> <http://dbpedia.org/ontology/education> ?uri. <http://dbpedia.org/resource/Lisa_Brummel> <http://dbpedia.org/ontology/almaMater> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
2732,12732.0,"Who is the producer of album, which has the song Eclipse ?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eclipse_(song)> <http://dbpedia.org/ontology/album> ?x . ?x <http://dbpedia.org/ontology/producer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Album>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2733,12733.0,List the producers who produced movies starring Michael Jackson. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Michael_Jackson> . ?x <http://dbpedia.org/property/producer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
2734,12734.0,What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2015_MLS_All-Star_Game> <http://dbpedia.org/ontology/city> ?uri. <http://dbpedia.org/resource/The_Okee_Dokee_Brothers> <http://dbpedia.org/ontology/birthPlace> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0
2739,12739.0,Which designer of RENFE also owns Renaissance Center ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/RENFE_Class_333> <http://dbpedia.org/ontology/designer> ?uri. <http://dbpedia.org/resource/Renaissance_Center> <http://dbpedia.org/ontology/owner> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0
2744,12744.0,What is the source country of Water resources managemnt in EL Salvador is also the land of Jos MAra Orellana ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Water_resources_management_in_El_Salvador> <http://dbpedia.org/ontology/sourceCountry> ?uri. <http://dbpedia.org/resource/José_María_Orellana> <http://dbpedia.org/ontology/country> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,20.0,0.0,0.0
2746,12746.0,Which company ownes stock in Dagenham turbines and Ford Motor credit ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Motor_Credit_Company> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Dagenham_wind_turbines> <http://dbpedia.org/ontology/owner> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
2749,12749.0,Who directed the albums recorded in Anaheim ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/recordedIn> <http://dbpedia.org/resource/Anaheim,_California> . ?x <http://dbpedia.org/ontology/director> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Album>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0
2751,12751.0,What is the home town of the band which is the artist of Your Ice Cream's Dirty ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Your_Ice_Cream's_Dirty> <http://dbpedia.org/ontology/artist> ?x . ?x <http://dbpedia.org/ontology/hometown> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0
2754,12754.0,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1999_San_Marino_Grand_Prix> <http://dbpedia.org/ontology/firstDriver> ?uri. <http://dbpedia.org/resource/1997_Canadian_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
2755,12755.0,What is the local authority of the Buckhurst Hill County High School is also the birth palce of Sarah hampion ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Buckhurst_Hill_County_High_School> <http://dbpedia.org/ontology/localAuthority> ?uri. <http://dbpedia.org/resource/Sarah_Champion_(presenter)> <http://dbpedia.org/ontology/birthPlace> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,20.0,0.0,0.0
2758,12758.0,Isaac Hayes has acted in which movies ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Isaac_Hayes>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,1.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0
2759,12759.0,Name all those buried in a place governed by a city council. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/governingBody> <http://dbpedia.org/resource/City_council> . ?uri <http://dbpedia.org/property/restingPlace> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
2760,12760.0,Whose wife is a presenter at WWE ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/presenter> <http://dbpedia.org/resource/WWE> . ?uri <http://dbpedia.org/ontology/spouse> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
2761,12761.0,What is the common nationality of Viveka Babajee anad Ronny Vencatachellum ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Viveka_Babajee> <http://dbpedia.org/ontology/citizenship> ?uri. <http://dbpedia.org/resource/Ronny_Vencatachellum> <http://dbpedia.org/ontology/nationality> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
2764,12764.0,What is the common ideology followed by Katyayana and Palang Dharma Party ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Katyayana_(Buddhist)> <http://dbpedia.org/ontology/religion> ?uri. <http://dbpedia.org/resource/Palang_Dharma_Party> <http://dbpedia.org/ontology/ideology> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2765,12765.0,Where can I find some buildings of modern architecture ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/Modern_architecture> . ?x <http://dbpedia.org/property/address> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
2769,12769.0,Who has written works found in the Gangan comics ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/magazine> <http://dbpedia.org/resource/Gangan_Comics> . ?x <http://dbpedia.org/property/author> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0
2771,12771.0,List the people who influenced the comedian who acted in Good Hair ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Good_Hair> <http://dbpedia.org/ontology/starring> ?x . ?x <http://dbpedia.org/ontology/influencedBy> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Comedian>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
2779,12779.0,Directors of which movies are buried in Ronda ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Ronda> . ?uri <http://dbpedia.org/ontology/director> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
2783,12783.0,What company made the front row and distributed big top ballet ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Big_Top_Ballet> <http://dbpedia.org/ontology/distributor> ?uri. <http://dbpedia.org/resource/Front_Row_(software)> <http://dbpedia.org/ontology/developer> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},5.0,2.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,0.0
2788,12788.0,Who was the animator of both Tommy Tucker's Tooth and Skeleton Dance ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tommy_Tucker's_Tooth> <http://dbpedia.org/ontology/animator> ?uri. <http://dbpedia.org/resource/The_Skeleton_Dance> <http://dbpedia.org/ontology/animator> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2790,12790.0,Name all the soccer players who played in a under 18 club for La Liga ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/La_Liga> . ?uri <http://dbpedia.org/property/youthclubs> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerPlayer>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
2792,12792.0,"List few schools situated in Reading, Berkshire ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Reading,_Berkshire>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/School>}",3.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0
2796,12796.0,Which associate musical artist of Carolyn Dennis is also the composer of Motorpsycho Nitemare ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Carolyn_Dennis> <http://dbpedia.org/ontology/associatedMusicalArtist> ?uri. <http://dbpedia.org/resource/Motorpsycho_Nitemare> <http://dbpedia.org/ontology/composer> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2802,12802.0,Which employer of Manu Cornet has alsoe written Google.by ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Manu_Cornet> <http://dbpedia.org/ontology/employer> ?uri. <http://dbpedia.org/resource/Google.by> <http://dbpedia.org/ontology/author> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
2803,12803.0,List the sports of PATTS College of Aeronautics which are of interest of Jon Speelman ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/PATTS_College_of_Aeronautics> <http://dbpedia.org/ontology/athletics> ?uri. <http://dbpedia.org/resource/Jon_Speelman> <http://dbpedia.org/ontology/field> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
2805,12805.0,Who developed the software which is used as operating system of Magic Trackpad ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Magic_Trackpad> <http://dbpedia.org/ontology/operatingSystem> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2808,12808.0,Where did Doug Walgren and Lee Si Chen study ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lee_Si-Chen> <http://dbpedia.org/ontology/almaMater> ?uri. <http://dbpedia.org/resource/Doug_Walgren> <http://dbpedia.org/ontology/almaMater> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
2809,12809.0,Which owner of Chelsea F.C also owns Evraz ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Evraz> <http://dbpedia.org/ontology/owningCompany> ?uri. <http://dbpedia.org/resource/Chelsea_F.C.> <http://dbpedia.org/ontology/owner> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0
2810,12810.0,Who is the common distributer of Bombay Sapphire and Rev ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bombay_Sapphire> <http://dbpedia.org/ontology/distributor> ?uri. <http://dbpedia.org/resource/Rev_(drink)> <http://dbpedia.org/ontology/distributor> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2814,12814.0,List all the faiths that British Columbian politicians follow ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/British_Columbia> . ?x <http://dbpedia.org/property/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Politician>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
2815,12815.0,List the television shows whose network's owning company is Turner Broadcasting System ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/owningCompany> <http://dbpedia.org/resource/Turner_Broadcasting_System> . ?uri <http://dbpedia.org/ontology/network> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
2816,12816.0,What country provides a citizenship too Newin Chidchob and Seni Pramoj ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Newin_Chidchob> <http://dbpedia.org/ontology/nationality> ?uri. <http://dbpedia.org/resource/Seni_Pramoj> <http://dbpedia.org/ontology/nationality> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
2817,12817.0,What are some cars similar to luxury cars ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/class> <http://dbpedia.org/resource/Luxury_vehicle> . ?x <http://dbpedia.org/property/related> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
2820,12820.0,Which producer of  the Eristoff is also the  distributor of  Bombay Sapphire ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eristoff> <http://dbpedia.org/ontology/manufacturer> ?uri. <http://dbpedia.org/resource/Bombay_Sapphire> <http://dbpedia.org/ontology/distributor> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2826,12826.0,Who owns the bank where Fabio Mercurio works ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fabio_Mercurio> <http://dbpedia.org/ontology/institution> ?x . ?x <http://dbpedia.org/ontology/owner> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bank>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
2828,12828.0,"Which things have been located, where governance is Houston City Council ?",SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/governingBody> <http://dbpedia.org/resource/Houston_City_Council> . ?uri <http://dbpedia.org/ontology/location> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
2833,12833.0,Who is the developer of the software which distributes Batman: Arkham City Lockdown ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Batman:_Arkham_City_Lockdown> <http://dbpedia.org/ontology/distributor> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2836,12836.0,What is the birthplace of Ludovic Boi which is also the residence of Fernando Augustin ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ludovic_Boi> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/Fernando_Augustin> <http://dbpedia.org/ontology/residence> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
2837,12837.0,To which uni. did  sidney c patridge and cyril hume both once went ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sidney_Catlin_Partridge> <http://dbpedia.org/ontology/education> ?uri. <http://dbpedia.org/resource/Cyril_Hume> <http://dbpedia.org/ontology/education> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
2838,12838.0,Who is the manager of the club whose homeground is the riverside stadium ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Riverside_Stadium> . ?uri <http://dbpedia.org/ontology/managerClub> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsManager>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2839,12839.0,What are the american football players whose former team's coach is Jason Maas ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/coach> <http://dbpedia.org/resource/Jason_Maas> . ?uri <http://dbpedia.org/ontology/formerTeam> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
2842,12842.0,Who was the president at the time when both Carl Stokes and Joseph Stiglitz held a position in US political framework ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Carl_Stokes> <http://dbpedia.org/ontology/president> ?uri. <http://dbpedia.org/resource/Joseph_Stiglitz> <http://dbpedia.org/ontology/president> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,21.0,0.0,0.0
2847,12847.0,Name the actor of Soylent Green to which Lydia Clarke is married ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lydia_Clarke> <http://dbpedia.org/ontology/spouse> ?uri. <http://dbpedia.org/resource/Soylent_Green> <http://dbpedia.org/ontology/starring> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2848,12848.0,Name the artist who made Dream Dancing and is often associated with Joe Pass ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Joe_Pass> <http://dbpedia.org/ontology/associatedBand> ?uri. <http://dbpedia.org/resource/Dream_Dancing_(album)> <http://dbpedia.org/ontology/artist> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2852,12852.0,Name the islands that belong to the archipelago whose largest city is Papeete ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/largestCity> <http://dbpedia.org/resource/Papeete> . ?uri <http://dbpedia.org/ontology/archipelago> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
2854,12854.0,Name the people who were in a youth club managed by Luis Enrique ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/manager> <http://dbpedia.org/resource/Luis_Enrique_(footballer)> . ?uri <http://dbpedia.org/property/youthclubs> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
2858,12858.0,Purnima Banerjee and Rishang Keishing are politicians of what party ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rishang_Keishing> <http://dbpedia.org/ontology/party> ?uri. <http://dbpedia.org/resource/Purnima_Banerjee> <http://dbpedia.org/ontology/party> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2859,12859.0,Name the organization which developed iPhone OS and the XNU ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/IPhone_OS_1> <http://dbpedia.org/ontology/developer> ?uri. <http://dbpedia.org/resource/XNU> <http://dbpedia.org/ontology/developer> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2860,12860.0,What are the books written by authors who died in Madrid ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Madrid> . ?uri <http://dbpedia.org/ontology/author> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2865,12865.0,Which university attended by Donn Barber and education institute of Jack McGregor ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Donn_Barber> <http://dbpedia.org/ontology/education> ?uri. <http://dbpedia.org/resource/Jack_McGregor> <http://dbpedia.org/ontology/education> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2867,12867.0,Who holds shares in something famous for the Seven Spring Mountain Resort ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Seven_Springs_Mountain_Resort> . ?uri <http://dbpedia.org/ontology/owner> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
2869,12869.0,Which governer of Winston bryant is also the president of Carl Stokes ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Winston_Bryant> <http://dbpedia.org/ontology/governor> ?uri. <http://dbpedia.org/resource/Carl_Stokes> <http://dbpedia.org/ontology/president> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2870,12870.0,"Which military unit garrison is Arlington County, Virginia and The Pentagon ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/garrison> <http://dbpedia.org/resource/Arlington_County,_Virginia> . ?uri <http://dbpedia.org/ontology/garrison> <http://dbpedia.org/resource/The_Pentagon>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryUnit>}",5.0,2.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,0.0
2871,12871.0,Name some books by Spanish speaking authors. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Spanish_language> . ?uri <http://dbpedia.org/ontology/author> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
2874,12874.0,Which magazine's editor's official residence is Playboy Mansion ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/Playboy_Mansion> . ?uri <http://dbpedia.org/ontology/editor> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Magazine>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
2875,12875.0,What are the television shows telecasted on the network which has headquarters at Atlanta ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/headquarters> <http://dbpedia.org/resource/Atlanta> . ?uri <http://dbpedia.org/ontology/network> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
2878,12878.0,What continent of the world has Baja California peninsula and also has WEPG in one of it's cities ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Baja_California_Peninsula> <http://dbpedia.org/ontology/location> ?uri. <http://dbpedia.org/resource/WEPG> <http://dbpedia.org/ontology/city> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Continent>},5.0,2.0,0.0,0.0,1.0,2.0,1.0,18.0,0.0,0.0
2880,12880.0,What is the birthplace of Adugna Deyas and the place where Fiq is located ?,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fiq,_Ethiopia> <http://dbpedia.org/ontology/country> ?uri. <http://dbpedia.org/resource/Adugna_Deyas> <http://dbpedia.org/ontology/birthPlace> ?uri . }",4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
