QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
12941,Where is  Dofinivka Estuary  located ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dofinivka_Estuary> <http://dbpedia.org/ontology/location> ?uri } ,2,1,0,0,1,1,0,5,0,1
12942,Where was the deadbody discovered of one of the alumni of General Educational Development ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/education> <http://dbpedia.org/resource/General_Educational_Development> . ?x <http://dbpedia.org/ontology/bodyDiscovered> ?uri  . },3,2,0,0,1,1,0,14,1,0.75
12943,Give me a list of computers whose CPU is in the US. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/United_States> . ?uri <http://dbpedia.org/ontology/cpu> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/InformationAppliance>},4,2,0,0,1,1,1,12,0,0
12944,"Which school teams are there in schools of Arlington Heights, Illinois ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Arlington_Heights,_Illinois> . ?x <http://dbpedia.org/ontology/teamName> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/School>}",4,2,0,0,1,1,1,11,0,0
12945,List the academic discipline of the journals whose publisher is SAGE Publications. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/SAGE_Publications> . ?x <http://dbpedia.org/ontology/academicDiscipline> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AcademicJournal>},4,2,0,0,1,1,1,12,1,0
12946,Who is the producer of  Frampton's Camel ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Frampton's_Camel> <http://dbpedia.org/ontology/producer> ?uri } ,2,1,0,0,1,1,0,7,1,1
12947,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Ptolemy_XII_Auletes> . ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Ptolemy_XIII_Theos_Philopator>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Royalty>},5,2,0,0,1,2,1,16,1,0
12948,"Name the nearest city to the historic place which has Englewood, Colorado as one of them ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/nearestCity> <http://dbpedia.org/resource/Englewood,_Colorado> . ?x <http://dbpedia.org/ontology/nearestCity> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HistoricPlace>}",4,2,0,0,1,1,1,16,0,0
12949,Which movies have someone on their cast from Shelby County in Tennessee ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Shelby_County,_Tennessee> . ?uri <http://dbpedia.org/ontology/starring> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}",4,2,0,0,1,1,1,12,0,0
12950,In which countries are there banks which came after the National Commercial Bank of Mauritius ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/National_Commercial_Bank_Mauritius> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/ontology/locationCountry> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bank>},4,2,0,0,1,1,1,15,0,0
12951,What is the birthplace of the office holder who is the predecessor of Brian Peddle ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Brian_Peddle> <http://dbpedia.org/ontology/predecessor> ?x . ?x <http://dbpedia.org/ontology/birthPlace> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},4,2,0,0,1,1,1,15,0,0
12952,What is the hometown of John Speraw ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Speraw> <http://dbpedia.org/ontology/hometown> ?uri } ,2,1,0,0,1,1,0,7,1,1
12953,What is the mascot of the rival school of Sullivan Central High ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sullivan_Central_High_School> <http://dbpedia.org/ontology/rival> ?x . ?x <http://dbpedia.org/ontology/mascot> ?uri  . },3,2,0,0,1,1,0,12,1,0.6666666667
12954,Which Paramount TV show was produced by Glen and Les Charles ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/executiveProducer> <http://dbpedia.org/resource/Glen_and_Les_Charles> . ?uri <http://dbpedia.org/ontology/company> <http://dbpedia.org/resource/Paramount_Television>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},5,2,0,0,1,2,1,11,1,0
12955,"List all the locations of the companies whose are also located in Rancho Cucamonga, California ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Rancho_Cucamonga,_California> . ?x <http://dbpedia.org/ontology/locationCountry> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}",4,2,0,0,1,1,1,15,0,0
12956,Where was Al-Muzaffar Umar buried ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Al-Muzaffar_Umar> <http://dbpedia.org/ontology/placeOfBurial> ?uri } ,2,1,0,0,1,1,0,5,1,1
12957,Which countries came together to serve a greater purpose and founded South Asia Subregional Economic Cooperation ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/South_Asia_Subregional_Economic_Cooperation> <http://dbpedia.org/ontology/membership> ?uri } ,2,1,0,0,1,1,0,16,1,1
12958,Which owner of Drop.io made Sean Parker famous ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Drop.io> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Sean_Parker> <http://dbpedia.org/ontology/knownFor> ?uri . },4,2,0,0,1,2,0,8,0,0
12959,Who is the producer of album which has the song Money ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Money_(Pink_Floyd_song)> <http://dbpedia.org/ontology/album> ?x . ?x <http://dbpedia.org/ontology/producer> ?uri  . },3,2,0,0,1,1,0,11,1,0
12960,Jimmie Fisher and Winston Bryant were governors under which president ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jimmie_Lou_Fisher> <http://dbpedia.org/ontology/governor> ?uri. <http://dbpedia.org/resource/Winston_Bryant> <http://dbpedia.org/ontology/governor> ?uri . },4,2,0,0,1,2,0,10,0,0
12961,Which college of the Luke List (golfer) is the alma mater of the Park Trammell ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Luke_List_(golfer)> <http://dbpedia.org/ontology/college> ?uri. <http://dbpedia.org/resource/Park_Trammell> <http://dbpedia.org/ontology/almaMater> ?uri} ,4,2,0,0,1,2,0,15,0,0
12962,To which country does Peter Blay owe his allegiance ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Peter_Blay> <http://dbpedia.org/ontology/allegiance> ?uri } ,2,1,0,0,1,1,0,9,1,1
12963,Give me the list of cars which are the predecessor of Full Sized Cars ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/class> <http://dbpedia.org/resource/Full-size_car> . ?x <http://dbpedia.org/ontology/predecessor> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},4,2,0,0,1,1,1,14,1,0
12964,"Who was on the first team in the GPs that were held at Watkins Glen, NY ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Watkins_Glen,_New_York> . ?x <http://dbpedia.org/property/firstTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GrandPrix>}",4,1,0,0,1,1,1,16,0,0
12965,What religion did the spouse of Richie Aprile follow ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Richie_Aprile> <http://dbpedia.org/ontology/spouse> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri  . },3,2,0,0,1,1,0,9,1,0
12966,"Who is the producer of the album, after which A Nice pair was released ?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/A_Nice_Pair> <http://dbpedia.org/ontology/previousWork> ?x . ?x <http://dbpedia.org/ontology/producer> ?uri  . },3,2,0,0,1,1,0,14,1,0
12967,Who developed games based on the Cars series ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Cars_(film)> . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame>},4,2,0,0,1,1,1,8,1,0
12968,What are the television shows whose distributer is HBO ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/HBO>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},3,1,0,0,1,1,1,9,1,0
12969,What is the common region of the braod cast area of ITV and nationality of Ajahn Thate ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/ITV_(Thailand)> <http://dbpedia.org/ontology/broadcastArea> ?uri. <http://dbpedia.org/resource/Ajahn_Thate> <http://dbpedia.org/ontology/nationality> ?uri} ,4,2,0,0,1,2,0,17,0,0
12970,What work has been directed by Orson Welles and distributed by  RKO Pictures ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Orson_Welles> . ?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/RKO_Pictures>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Work>},5,2,0,0,1,2,1,13,1,0
12971,Which nearest city of LoDaisKa Site is also the location of Oskar Blues Brewery ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/LoDaisKa_Site> <http://dbpedia.org/ontology/nearestCity> ?uri. <http://dbpedia.org/resource/Oskar_Blues_Brewery> <http://dbpedia.org/ontology/location> ?uri} ,4,2,0,0,1,2,0,14,0,0
12972,What city is the place of birth of Alexander Morozevich which is also the official residence of Dmitri Nossov ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Morozevich> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/Dmitri_Nossov> <http://dbpedia.org/ontology/residence> ?uri} ,4,2,0,0,1,2,0,19,0,0
12973,Which team's players have played in the national hockey league ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/National_Hockey_League> . ?x <http://dbpedia.org/ontology/team> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete>},4,2,0,0,1,1,1,10,1,0
12974,Trevor Peacock has narrated in which movie ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/narrator> <http://dbpedia.org/resource/Trevor_Peacock>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},3,1,0,0,1,1,1,7,1,1
12975,Which gadgets are made by companies of New Taipei City ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/New_Taipei_City> . ?uri <http://dbpedia.org/ontology/manufacturer> ?x  . },3,2,0,0,1,1,0,10,0,0
12976,Who is the owner of Ford Motor Credit comapny which is also the builder of FORD SHO V8 engine ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Motor_Credit_Company> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Ford_SHO_V8_engine> <http://dbpedia.org/ontology/manufacturer> ?uri} ,4,2,0,0,1,2,0,19,0,0
12977,What are the films whose atleast one cast member died due to Colorectal cancer ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathCause> <http://dbpedia.org/resource/Colorectal_cancer> . ?uri <http://dbpedia.org/ontology/starring> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4,2,0,0,1,1,1,14,0,0
12978,What is the draft team of the ice hockey players whose position is Centre ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/position> <http://dbpedia.org/resource/Centre_(ice_hockey)> . ?x <http://dbpedia.org/ontology/draftTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/IceHockeyPlayer>},4,2,0,0,1,1,1,14,1,0
12979,Which cport of Vishwajyot High School is also the genere of Battle chess ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Battle_Chess> <http://dbpedia.org/ontology/genre> ?uri. <http://dbpedia.org/resource/Vishwajyot_High_School> <http://dbpedia.org/ontology/sport> ?uri} ,4,2,0,0,1,2,0,13,0,0
12980,"What does the bridge go over, which is in Katima Mulilo ?",SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Katima_Mulilo> . ?x <http://dbpedia.org/ontology/crosses> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>},4,2,0,0,1,1,1,11,1,0
12981,NAme the emplyer for whihc Manu cornet has worked and also written in Google Web Toolkit ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Manu_Cornet> <http://dbpedia.org/ontology/employer> ?uri. <http://dbpedia.org/resource/Google_Web_Toolkit> <http://dbpedia.org/ontology/author> ?uri} ,4,2,0,0,1,2,0,16,0,0
12982,Who is the chancellor of Falmouth University ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Falmouth_University> <http://dbpedia.org/ontology/chancellor> ?uri } ,2,1,0,0,1,1,0,7,1,1
12983,Which sitcom is broadcasted by FOX and presented by Brian Dunkleman ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/channel> <http://dbpedia.org/resource/Fox_Broadcasting_Company> . ?uri <http://dbpedia.org/ontology/presenter> <http://dbpedia.org/resource/Brian_Dunkleman>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},5,2,0,0,1,2,1,11,1,0
12984,Mota Engil built bridges over which rivers ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/builder> <http://dbpedia.org/resource/Mota-Engil> . ?x <http://dbpedia.org/ontology/crosses> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>},4,2,0,0,1,1,1,7,1,0
12985,Which university provides license for WRVU ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WRVU> <http://dbpedia.org/ontology/licensee> ?uri } ,2,1,0,0,1,1,0,6,1,1
12986,Which distributer of Glover (video game) is also the  publisher of the Super Mario Adventures ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Glover_(video_game)> <http://dbpedia.org/ontology/distributor> ?uri. <http://dbpedia.org/resource/Super_Mario_Adventures> <http://dbpedia.org/ontology/publisher> ?uri} ,4,2,0,0,1,2,0,15,0,0
12987,What is the alma mater of the scientists  known for  String theory ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/String_theory> . ?x <http://dbpedia.org/ontology/almaMater> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>},4,2,0,0,1,1,1,12,1,0
12988,Whose deputy was Franz von Papen ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/deputy> <http://dbpedia.org/resource/Franz_von_Papen> } ,2,1,0,0,1,1,0,6,0,1
12989,"After the death of which political figure, did the Coalition Provisional Authority came into power ?",SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/successor> <http://dbpedia.org/resource/Coalition_Provisional_Authority>  . },2,1,0,0,1,1,0,15,0,1
12990,Who were the opponents of the people buried in the tower of London ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Tower_of_London> . ?x <http://dbpedia.org/ontology/opponent> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,2,0,0,1,1,1,13,1,0
12991,Who is the stockholder of Paphos International Airport ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paphos_International_Airport> <http://dbpedia.org/ontology/owner> ?uri } ,2,1,0,0,1,1,0,8,1,1
12992,For which country did Alexander Lippisch design airplanes ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/designer> <http://dbpedia.org/resource/Alexander_Lippisch> . ?x <http://dbpedia.org/property/nationalOrigin> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Aircraft>},4,1,0,0,1,1,1,8,0,0
12993,Who is the Pole driver of 1997 Canadian Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1997_Canadian_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri } ,2,1,0,0,1,1,0,10,1,1
12994,Who composed the lyrics of Holler If Ya Hear Me ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Holler_If_Ya_Hear_Me_(musical)> <http://dbpedia.org/ontology/lyrics> ?uri } ,2,1,0,0,1,1,0,10,1,1
12995,What are the things whose director of photography died in United States ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/United_States> . ?uri <http://dbpedia.org/ontology/cinematography> ?x  . },3,2,0,0,1,1,0,12,0,0.5134706815
12996,Whose predecessor had Jenny Macklin as a deputy ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deputy> <http://dbpedia.org/resource/Jenny_Macklin> . ?uri <http://dbpedia.org/property/predecessor> ?x  . },3,1,0,0,1,1,0,8,0,0
12997,Name  the Pole driver of 1994 Spanish Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri } ,2,1,0,0,1,1,0,9,1,1
12998,Who was the First Driver of 1999 San Marino Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1999_San_Marino_Grand_Prix> <http://dbpedia.org/ontology/firstDriver> ?uri } ,2,1,0,0,1,1,0,11,1,1
12999,Who battled under commander Egushawa in a conflict ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/commander> <http://dbpedia.org/resource/Egushawa> . ?x <http://dbpedia.org/ontology/combatant> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryConflict>},4,2,0,0,1,1,1,8,1,0
13000,In which country is Bocas del toro a capital of some region ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Bocas_Town,_Bocas_del_Toro> . ?x <http://dbpedia.org/ontology/country> ?uri  . }",3,2,0,0,1,1,0,12,0,0
13001,What products are made by Tehran based companies ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Tehran> . ?x <http://dbpedia.org/ontology/product> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},4,2,0,0,1,1,1,8,1,0
13002,Which pole driver of 1989 Portuguese Grand Prix was also the first driver of 1993 European Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1993_European_Grand_Prix> <http://dbpedia.org/ontology/firstDriver> ?uri. <http://dbpedia.org/resource/1989_Portuguese_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri} ,4,2,0,0,1,2,0,18,0,0
13003,Name the actors of the TV show which has an episode named The Five ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Five_(The_Vampire_Diaries)> <http://dbpedia.org/ontology/series> ?x . ?x <http://dbpedia.org/ontology/starring> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4,2,0,0,1,1,1,14,0,0
13004,What are the former team of the american football players who played at gridiron football position ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/position> <http://dbpedia.org/resource/Tackle_(gridiron_football_position)> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4,2,0,0,1,1,1,16,1,0
13005,What is the birth name  of Putri Raemawasti ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Putri_Raemawasti> <http://dbpedia.org/ontology/birthName> ?uri } ,2,1,0,0,1,1,0,8,1,1
13006,What are all the countires where food related to tuna salad is consumed ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/related> <http://dbpedia.org/resource/Tuna_salad> . ?x <http://dbpedia.org/ontology/country> ?uri  . },3,2,0,0,1,1,0,13,1,0.5
13007,What is the citizenship of Ren Romano ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/René_Romano> <http://dbpedia.org/ontology/citizenship> ?uri } ,2,1,0,0,1,1,0,7,1,1
13008,Name all the broadcast area of the TV stations which has Rodrigues as one of the broadcast area ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/broadcastArea> <http://dbpedia.org/resource/Rodrigues> . ?x <http://dbpedia.org/ontology/broadcastArea> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionStation>},4,2,0,0,1,1,1,18,1,0
13009,Which fictional character sculpted by Josh Friedmann was portrayed in Terminator 3 ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Josh_Friedman> . ?uri <http://dbpedia.org/ontology/portrayer> <http://dbpedia.org/resource/Terminator_3:_Rise_of_the_Machines>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter>},5,2,0,0,1,2,1,12,1,0
13010,Name the states which have been billed by the wrestlers who has also billed Georgia ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/billed> <http://dbpedia.org/resource/Georgia_(U.S._state)> . ?x <http://dbpedia.org/ontology/billed> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Wrestler>},4,2,0,0,1,1,1,15,1,0
13011,List the awards won by the cinematographer of Mickey's Mellerdrammer ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mickey's_Mellerdrammer> <http://dbpedia.org/ontology/cinematography> ?x . ?x <http://dbpedia.org/ontology/award> ?uri  . },3,2,0,0,1,1,0,10,1,0.6666666667
13012,Where is the garrison of Western Naval Command ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Western_Naval_Command> <http://dbpedia.org/ontology/garrison> ?uri } ,2,1,0,0,1,1,0,8,1,1
13013,List the film starring of the movies whose editor is Harvey  Rosenstock ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/editing> <http://dbpedia.org/resource/Harvey_Rosenstock> . ?x <http://dbpedia.org/ontology/starring> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4,2,0,0,1,1,1,12,1,0
13014,Who employed the person famous for the Boeing fa18ef Super Hornet ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Boeing_F/A-18E/F_Super_Hornet> . ?x <http://dbpedia.org/ontology/employer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,2,0,0,1,1,1,11,1,0
13015,"Which are the cities on the river which also flows in Tukwila, Washington ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Tukwila,_Washington> . ?x <http://dbpedia.org/ontology/city> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",4,2,0,0,1,1,1,13,0,0
13016,In which state does the university which is the alma mater of Mateusz Morawiecki lie ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mateusz_Morawiecki> <http://dbpedia.org/ontology/almaMater> ?x . ?x <http://dbpedia.org/property/state> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4,1,0,0,1,1,1,15,0,0
13017,What is the birth place of the astronaut whose mission was the Vostok programmer ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Vostok_programme> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Astronaut>},4,2,0,0,1,1,1,14,1,0
13018,What is the alma mater of Fikret Orman ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fikret_Orman> <http://dbpedia.org/ontology/almaMater> ?uri } ,2,1,0,0,1,1,0,8,1,1
13019,Who is the meaning of Isa ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/ontology/meaning> ?uri } ,2,1,0,0,1,1,0,6,0,0
13020,List the architect of the buildings whose one of the  architect is Philip Webb ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/architect> <http://dbpedia.org/resource/Philip_Webb> . ?x <http://dbpedia.org/ontology/architect> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building>},4,2,0,0,1,1,1,14,1,0
13021,Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/EXXV-TV> <http://dbpedia.org/ontology/licensee> ?uri. <http://dbpedia.org/resource/WXXV-DT2> <http://dbpedia.org/ontology/licensee> ?uri . },4,2,0,0,1,2,0,10,0,0
13022,List the ideologies of the party of Boonchu Rojanastien ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Boonchu_Rojanastien> <http://dbpedia.org/ontology/party> ?x . ?x <http://dbpedia.org/ontology/ideology> ?uri  . },3,2,0,0,1,1,0,9,1,0.875
13023,Which planet was first discovered by Johann Gottfried Galle ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/discoverer> <http://dbpedia.org/resource/Johann_Gottfried_Galle>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Planet>},3,1,0,0,1,1,1,9,1,1
