,QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
2003,12456,Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ?,die,0.0,http://dbpedia.org/ontology/deathPlace,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2005,12458,Was Kevin Rudd the PM of Julia Gillard ?,governs,made ,"http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/governingBody",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2015,12468,How many bands are based in London ?,employees,graduate,"http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/almaMater",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2019,12472,Which famous physicist was academically advised by Benjamin Pulleyn ?,subsequent work,artist,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/artist",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2024,12477,Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?,distributed by,music composer,"http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/musicComposer",2,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2025,12478,What are some products manufactured by Sony ?,related,had,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/related",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2028,12481,Does KOMC play Gospel Music ?,opening theme,executive producer,"http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/executiveProducer",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2031,12484,AH141 highway is a part of which country ?,developed by,distributor,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/distributor",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2032,12485,In how many different places do Starwood hotels and resorts worldwide operate ?,university,500000,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
2033,12486,Count the number of artist whose pone of the field is writing ?,known for,involved,"http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/knownFor",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2034,12487,What are some people born in NY known for ?,awards,@@@,"http://dbpedia.org/ontology/grandsire,http://dbpedia.org/ontology/honours",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2035,12488,How many players are in the San Francisco Giants ?,kind of,for,"http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/ontology/genre",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2037,12490,Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter ?,director,music composer,"http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/musicComposer",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2038,12491,Name the first driver of 1999 San Marino Grand Prix ?,League,home stadium,"http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/homeStadium",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2040,12493,What is the home town of the musician of Jack your Body ?,mission,0.0,http://dbpedia.org/ontology/mission,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2043,12496,How many countries surround the sea into which the Upper Neratva flow ?,covered,@@@,http://dbpedia.org/ontology/country,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
2044,12497,Is the Journal of Cerebral Blood Flow and Metabolism about Brains ?,famous ,reside,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/residence",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2047,12500,What are the television shows whose company is Playtone ?,governed,0.0,http://dbpedia.org/ontology/leader,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2049,12502,In which broadcast area does the sister station of KFFG air ?,ground,youth clubs,http://dbpedia.org/ontology/ground,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2053,12506,Count the number of cities around the American Mediterranean Sea ?,former partner,pupil,"http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/formerPartner",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2063,12516,For how many different teams have the players debuted in Houston Astros played ?,successor,0.0,http://dbpedia.org/ontology/successor,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2064,12517,What is the profession of Claiborne Pell ?,located,0.0,http://dbpedia.org/ontology/location,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2069,12522,Count the different religions followed by Second Lieutenants in military. ?,employed,0.0,http://dbpedia.org/ontology/employer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2072,12525,Radios on what topics can be tuned in to in Washington DC ?,from,successor,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/region",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2073,12526,Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey ?,programming language,licence,"http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/license",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2075,12528,What are the prizes won by the animator of The Skeleton Dance ?,drafted team,join,"http://dbpedia.org/ontology/prospectTeam,http://dbpedia.org/ontology/draftTeam",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2081,12534,"Give me all magazines whose founder died in Berkeley, California ?",countries,hanged,"http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/citizenship",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2085,12538,Los Angeles Lakers is the team of which basketball players ?,made,@@@,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/musicalArtist",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2087,12540,Ricky Gervais is the executive producer of the series having how many fictional characters ?,country's people,work in,"http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/nationality",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2088,12541,Give me the list of people who scaled mountains in Sierra Nevada ?,sports,associated with,"http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/sport",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2089,12542,Who studied in universities located in suburbs ?,platform,made,"http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/ontology/developer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2095,12548,How many famous people are from the Filipinos ?,wrote,associated,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/associatedMusicalArtist",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2096,12549,Count the number of artists in the Cirque du Soleil discography ?,bred,race,"http://dbpedia.org/ontology/breeder,http://dbpedia.org/ontology/race",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2100,12553,Name the subsidary of Tandem Computers which was founded by Jim Harris ?,president,in,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/president",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2107,12560,What is the  name of the television show whose developer is J. Michael Straczynski and actor is Jason Carter (actor) ?,education,0.0,http://dbpedia.org/ontology/education,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2114,12567,In how many places have people canonized by John Paul II died ?,air on,earlier known,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/distributor",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2125,12578,What team is famous for Robert Nederlander and also the debuting team of Gary Sanchez ?,belonging to,river,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/river",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2131,12584,In how many places are Marjas found ?,work,@@@,http://dbpedia.org/ontology/museum,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
2137,12590,"Naval station mobile and naval support activity, naples are under which branch of Us military ?",distributors,led by,"http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/ontology/distributor",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2142,12595,Count the total number of bacterias whose division is Firmicutes and domain is Bacteria ?,president,studied in,"http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/president",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2155,12608,How many things have made different people living in Canada famous ?,origin,0.0,http://dbpedia.org/ontology/origin,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2156,12609,Which famous political figures are relatives to George Madison ?,flow,0.0,http://dbpedia.org/ontology/inflow,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2162,12615,What is the layout of the cars similar to that of the Subaru Outback ?,province,leader name,"http://dbpedia.org/ontology/province,http://dbpedia.org/ontology/leaderName",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2167,12620,How many religions are followed by organizations which are internationally known as the muslim brotherhood ?,part,aircraft system anti,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/district",2,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2169,12622,Count the number of musical work which were sold by Sony Music ?,Magazine,author,http://dbpedia.org/ontology/magazine,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2170,12623,Which county seats are in the district where I can find the Hylebos Creek ?,work,0.0,http://dbpedia.org/ontology/office,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2171,12624,"Does the mississippi orignate in the clearwater county, minnesota ?",born,0.0,http://dbpedia.org/ontology/birthPlace,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2174,12627,Which city is Black Grape Global located ?,games,500000,"http://dbpedia.org/ontology/athletics,http://dbpedia.org/ontology/athletics",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
2176,12629,Who preceded Lucius Crus as an office holder ?,editor,0.0,http://dbpedia.org/ontology/editing,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2183,12636,Name the ones who debuted in the San Francisco 49ers. ?,place,0.0,http://dbpedia.org/ontology/city,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2186,12639,Does Richard Marx play guitar ?,religion,employed,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/occupation",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2190,12643,Who is the appointer of Charles Goodell ?,associated musical artist,artist,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/associatedMusicalArtist",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2194,12647,What are the products of the company who published Robot Wars: Metal Mayhem ?,employer,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2197,12650,"In all the states which have a Uniontown, where does a Keller's mill covered bridge exist too ?",graduated,@@@,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/nationality",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2199,12652,"The sports team which played at the American Basketball League championship (1996-1998), have which stadiums ?",places,located,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/location",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2202,12655,How many publisher have been founded by american citizens ?,team,0.0,http://dbpedia.org/ontology/teamName,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2203,12656,what has been developed by John Fanning ?,written,0.0,http://dbpedia.org/ontology/writer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2204,12657,Who was the chairman of Fort Lauderdale Strikers and also 2015 Fort Lauderdale Strikers season ?,maintained by,shareholders,"http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/owner",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2206,12659,Which religions are followed by people in England ?,university,0.0,http://dbpedia.org/ontology/university,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2207,12660,Which televison shows have location as Massachusetts ?,border,state,"http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/state",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2210,12663,Where did Rheinmetall MG 60 originated ?,denomination,0.0,http://dbpedia.org/ontology/religion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2213,12666,Name the river mouth of Moordener Kill ?,network,network,"http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/network",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2215,12668,Is Egyptian Arabic belong to the Central Semitic Languages family ?,built,over,"http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/crosses",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2216,12669,Which company developed Google Web Toolkit and Google custom search ?,battles,0.0,http://dbpedia.org/ontology/combatant,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2219,12672,Name the route end of the North-South Transport Corridor and Mumbai Vadodara Expressway ?,source,@@@,"http://dbpedia.org/ontology/inflow,http://dbpedia.org/ontology/source",2,0.5,1.0,0.5,0.5,0,0.0,0.0,0.0,0,0
2224,12677,Which company owns instagram ?,main work,from,"http://dbpedia.org/ontology/mainInterest,http://dbpedia.org/ontology/region",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2227,12680,Is Tamera Mowry the former band member of Voices ?,drafted,in,http://dbpedia.org/ontology/league,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2228,12681,How many movies are distributed by Cinema International Corporation ?,source,nation,"http://dbpedia.org/ontology/sourceCountry,http://dbpedia.org/ontology/country",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2229,12682,List the birth city of the politicians of Democratic Party. ?,areas,owned,"http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/broadcastArea",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2235,12688,Is PIAS Recordings the distributing label of Wichita Recordings ?,study,died,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/education",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2236,12689,Count all american football players whose former team owns Lucas Oil Stadium ?,related,created,"http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/related",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2240,12693,How many cities are close to Lake Victoria ?,cities,under,"http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/locationCity",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2243,12696,Where did the war take place where one of the commander was Zuo Zongtang ?,players,casted,"http://dbpedia.org/ontology/instrument,http://dbpedia.org/ontology/starring",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2246,12699,What is the name of the homeground of football team Panionios G.S.S. ?,born,successor,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/birthPlace",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2249,12702,What killed John Thompson Mason and Martino Martini ?,in,0.0,http://dbpedia.org/ontology/archipelago,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2252,12705,How many people play for the Dallas Cowboys ?,distributed by,producer,"http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/producer",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2253,12706,Where did the people die who were known for Young Life ?,work,0.0,http://dbpedia.org/ontology/employer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2254,12707,Give me a count of movies whose editor is Mark Stevens ?,teams,played as,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/team",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2255,12708,Give me the total number of television shows whose theme music composer is Julian Gingell and created by  Simon Fuller ?,known for,located,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/location",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2256,12709,Is Latin the official language of Sovereign Military Order of Malta ?,successor,resting place,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/restingPlace",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2258,12711,"Which awards did the creator of A Barrel of Laughs, a Vale of Tears won ?",editor,0.0,http://dbpedia.org/ontology/editor,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2259,12712,"In which university did Harlan Mathews study, where Richard Meriil Atkinson went too ?",sports,in,http://dbpedia.org/ontology/state,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2261,12714,Did Chant Mas originate in West Africa ?,from,@@@,"http://dbpedia.org/ontology/race,http://dbpedia.org/ontology/birthPlace",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2265,12718,Is Labor relations the main interest of Karl Marx ?,produced,famous,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/knownFor",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2267,12720,Name a office holder whose predecessor is Edward Douglass White and has son named Charles Phelps Taft II ?,located,0.0,http://dbpedia.org/ontology/address,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2270,12723,Is Stephanie Rice the flagbearer of Australia at the 2008 Summer Olympics ?,made by,0.0,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/education",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2277,12730,Which veterans served at CBS ?,education center,alma mater,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/almaMater",2,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2278,12731,Which games publishers are located in California ?,in,created,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/purpose",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2299,12752,What is the launch site of the Juno I which was also the ground of 2016 Fort Lauderdale Strikers season ?,members,0.0,http://dbpedia.org/ontology/membership,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2300,12753,Where is the tomb of son of Bruce Lee ?,directed,photography director,"http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/director",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2304,12757,who is the husband of Rosie Huntington Whiteley ?,are,religion,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/religion",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2306,12759,List the total number of board members who share board with Creative commons ?,governed,buried in,http://dbpedia.org/ontology/governingBody,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2309,12762,How many ingedients are required to make the Ragout Fin ?,architect,nearest city,"http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/nearestCity",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
2310,12763,Is Serbian Titieca a doctoral student of Werner Heisenberghttp://dbpedia.org/resource/Werner_Heisenberg ?,stockholders,live,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/residence",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2316,12769,Name the fictional character painted by Josh Friedman and portrayed in Terminator Genisys ?,written,found in ,http://dbpedia.org/ontology/magazine,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2319,12772,Was Citizen Kane cinematographed by Gregg Toland ?,trained ,billed,"http://dbpedia.org/ontology/trainer,http://dbpedia.org/ontology/billed",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2324,12777,Does AMC Gremlin have the Volkswagen engine ?,works in,wife,"http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/spouse",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2329,12782,Who has recorded their singles in London ?,raced,races,"http://dbpedia.org/ontology/trainer,http://dbpedia.org/ontology/race",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2330,12783,How many companies have built concrete bridges ?,distributed,made,"http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/developer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2333,12786,Where was Juno I launched from ?,rivers,@@@,"http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/river",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2337,12790,"Which river goes through cohoes, NY ?",played in,0.0,http://dbpedia.org/ontology/league,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2339,12792,which movies have been published by Cinema International Corporation ?,in,0.0,http://dbpedia.org/ontology/city,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2341,12794,In what wars was Steve Buyer involved ?,president,0.0,http://dbpedia.org/ontology/president,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2345,12798,Is San Salvador Island a part of the Bahamas ?,country's,studied,"http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/nationality",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2346,12799,Is Michelle D. Johnson the superintendent of United States Air Force Academy ?,hometown,0.0,http://dbpedia.org/ontology/hometown,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2348,12801,Which basketball players have played in the league of National Basketball Association ?,governors,0.0,http://dbpedia.org/ontology/governor,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2351,12804,Which BBC's TV show is related with the Sarah Jane Adventures ?,directed by,edited by,"http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/editing",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2355,12808,To which city does Northeast Library belong ?,study,@@@,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/almaMater",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2361,12814,Which city is the route start of the Moscow-Kazan high-speed railway and birth place of the Ilya Savelev ?,faith,@@@,http://dbpedia.org/ontology/residence,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
2363,12816,Is Grand Bahama lie in the achipelago of the bahamas ?,citizenship,citizenship,"http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/nationality",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2364,12817,How many companies were started in the states ?,similar,@@@,http://dbpedia.org/ontology/class,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
2368,12821,Count the number of movies whose editors were born in UK ?,order (taxonomy),domain,"http://dbpedia.org/ontology/order,http://dbpedia.org/ontology/domain",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2371,12824,How many game series exist for iOS ?,Composer,0.0,http://dbpedia.org/ontology/composer,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2372,12825,Which TV show's producer is Stephen E. Ambrose and company is DreamWorks Television ?,known for,0.0,http://dbpedia.org/ontology/knownFor,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2374,12827,How many other race are there of the adult (pornographic) actors whose ethnicity is Cherokee ?,built by,0.0,http://dbpedia.org/ontology/manufacturer,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2375,12828,Who is the producer of the single which was the subsequent work of He's a Liar ?,governance,located,"http://dbpedia.org/ontology/governingBody,http://dbpedia.org/ontology/location",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2376,12829,"What series is Mazes of Time from, and is produced by BBC multimedia ?",located,0.0,http://dbpedia.org/ontology/address,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2377,12830,WHo gave the lyrcis of Doonesbury ?,programming language,developed,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/programmingLanguage",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
2384,12837,Who owns Chelsea F.C. ?,went,500000,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
2396,12849,How many things are produced by companies located in Tehran ?,relegious ,0.0,http://dbpedia.org/ontology/religion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2398,12851,Rivers which end in Arkansas go through which cities ?,working,developed,"http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/author",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2401,12854,Who owns the websites for which Jimmy wales writes ?,managed,youth club,http://dbpedia.org/ontology/manager,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2402,12855,How many other school are there of the rugby players whose school is Michaelhouse ?,originate,sold by,"http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/origin",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2405,12858,Name the military conflict whose commander was Colin Powell and took place in israel ?,party,party,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/party",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2407,12860,What is the scientist whose doctoral students are Erich Bagge and erban ieica ?,written,died,"http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/author",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2408,12861,How many have family as Ape and order (taxonomy) is Primate ?,in,@@@,"http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/region",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
2410,12863,Games on amiga are typically of what kind ?,awards,bred,"http://dbpedia.org/ontology/trainer,http://dbpedia.org/ontology/honours",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2414,12867,Which currency can I use both in Kerguelen islands and French southern and antarctic lands ?,holds shares,famous,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/owner",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
2417,12870,Is Brazilian jiu-jitsu the trainer of Nick Diaz ?,garrison,garrison,"http://dbpedia.org/ontology/garrison,http://dbpedia.org/ontology/garrison",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
2418,12871,What is the total number of other combatant of the military conflicts whose combatant is Choctaw ?,authors,speaking,http://dbpedia.org/ontology/author,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2419,12872,What movies have been produced by the production house owned by Larry J. Franco ?,states,over,"http://dbpedia.org/ontology/river,http://dbpedia.org/ontology/state",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2424,12877,"What is the hometown of Nader Guirat, where Josef Johansson was born too ?",trained,0.0,http://dbpedia.org/ontology/training,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2428,12881,Which magazine's editor is married to Crystal Harris ?,makes,distributor,"http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/distributor",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
2431,12884,where did the office holder died  who is successor to Elmer Burkett ?,profession,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2432,12885,Name the island with archipelago as Society Islands and has the largest city named Faaa ?,created,0.0,http://dbpedia.org/ontology/developer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2433,12886,Who started at the pole position in both 1997 canadian grand prix and the 94 spanish one ?,place of study,500000,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education",2,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0,0
