QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,Words Count in Entity1,Special Character1,Explicit/Implicit E1,Capital/Small Letters E1,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
12502,Name the members of youth clubs which have Camp Nou as their homeground. ?,3,1,1,0,13,http://dbpedia.org/resource/Camp_Nou,2,FALSE,TRUE,TRUE,1,1,1,,0,1,1,,,1,0.5,0,,1,0.6666666667,0,,0.6666666667,,
12503,Who gives the license of WXXV-DT2 ?,2,1,1,0,6,http://dbpedia.org/resource/WXXV-DT2,1,TRUE,TRUE,TRUE,,1,,,1,,,,,1,1,,,1,1,,,1,,
12504,Name the software which has been developed by John Fanning ?,3,1,1,1,10,http://dbpedia.org/resource/John_Fanning_(businessman),2,FALSE,FALSE,TRUE,,1,0,,,0,,0,,0,0,,,0,0,0,0,0,1,
12505,"Whichi  burial place of the Henri, Duke of Rohan is also the birth place of Michel Frutschi ?",4,2,2,0,17,"http://dbpedia.org/resource/Henri,_Duke_of_Rohan,http://dbpedia.org/resource/Michel_Frutschi",4,FALSE,TRUE,FALSE,,1,,0,0,,,1,,0.4,0.6666666667,,,1,0.2,0.4,0.3333333333,1,1,0
12506,Who is the former partner of the pupil of Dalilah Sappenfield ?,3,2,1,0,11,http://dbpedia.org/resource/Dalilah_Sappenfield,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,,0.5,,,,1,1,,1,1,1,1
12507,What writers have nationality as Statelessness ?,3,1,1,1,6,http://dbpedia.org/resource/Statelessness,1,FALSE,TRUE,TRUE,,,,,,,,1,,0.5,0,1,,,0.6666666667,0,,0,,
12508,What company developed Mac OS 9 and also brought Tiny Tower to the market ?,4,2,2,0,14,"http://dbpedia.org/resource/Mac_OS_9,http://dbpedia.org/resource/Tiny_Tower",3,FALSE,TRUE,TRUE,0.5,0.5,0.5,,0,1,,,,0.8,,0,,0.5,0.5,0.4,,0.5,,
12509,Which currency is primarily used by the company which is the distributing label of VDE-Gallo Records ?,4,2,1,1,16,http://dbpedia.org/resource/VDE-Gallo_Records,2,TRUE,TRUE,TRUE,,1,,,,,,1,,0.3333333333,0.6666666667,,,1,0.6666666667,1,,1,,
12510,Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen ?,4,2,2,0,16,"http://dbpedia.org/resource/MSX_BASIC,http://dbpedia.org/resource/Laura_K._Ipsen",2,FALSE,TRUE,TRUE,,1,,,0,0.6666666667,,,,1,0,,,0.6666666667,0,0.4,0.6666666667,0.6666666667,,
12511,What is the POD of the successor of Pmare I ?,3,2,1,0,10,http://dbpedia.org/resource/Pōmare_I,2,FALSE,FALSE,TRUE,,,,,,,,,,0,,,,,0,,,0,,
12512,Which college of Luke List (golfer) is the alma mater of K. Terry Dornbush ?,4,2,2,0,14,"http://dbpedia.org/resource/Luke_List_(golfer),http://dbpedia.org/resource/K._Terry_Dornbush",2,FALSE,FALSE,TRUE,0,1,0,0.6666666667,,0.4,,0.5,,0.2857142857,0.8,,,0.5,0.2857142857,0.6666666667,0.5,0.8,1,1
12513,"Which parties have their members live in the PM House, Colombo ?",4,2,1,1,11,http://dbpedia.org/resource/Prime_Minister's_House_(Colombo),5,FALSE,FALSE,FALSE,0,0,0,0,,0,0,0,,0,0,,,,0,,0,0,1,0
12514,Which president was served by someone whose lieutenant is Lewis Stuyvesant Chanler ?,3,2,1,0,12,http://dbpedia.org/resource/Lewis_Stuyvesant_Chanler,3,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,,0.6666666667,0,1,,1,1,0.5,1,1,1,1
12515,Name the president served by a lieutenant who succeeded Bob C Riley. ?,4,2,1,1,12,http://dbpedia.org/resource/Bob_C._Riley,3,FALSE,FALSE,TRUE,,1,,0,,,,1,,0.6666666667,0,,0,1,0.6666666667,,1,0.6666666667,,
12516,What automobile engine's successor is BMW M40 ?,3,1,1,1,7,http://dbpedia.org/resource/BMW_M40,2,FALSE,TRUE,TRUE,0,1,0,,,0.6666666667,0,,,0.6666666667,0.5,,,0,0,0.5,0,0,1,0
12517,Where is Oskar Blues located ?,2,1,1,0,5,http://dbpedia.org/resource/Oskar_Blues_Brewery,3,FALSE,FALSE,FALSE,,,,,0,,,0,,0,,0,,,0,0,0,0,,
12518,What are the outflow of the lakes which also has one of the outflow as Congo River ?,3,2,1,0,17,http://dbpedia.org/resource/Congo_River,2,FALSE,TRUE,TRUE,1,1,1,0,,1,1,1,,0.5,0.6666666667,,0,1,1,0,1,1,1,
12519,List the science fiction shows broadcasted on BBC HD ?,5,2,2,1,9,"http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/BBC_HD",2,FALSE,TRUE,FALSE,1,0.6666666667,1,,0,1,0,1,,0.4,1,,,0.6666666667,0.8,0.2857142857,0,1,1,0
12520,What is the basketball team whose President's college is Brockport Golden Eagles ?,4,2,1,1,12,http://dbpedia.org/resource/Brockport_Golden_Eagles,3,FALSE,TRUE,TRUE,0,0.6666666667,0,0,1,0,,1,,0.5,1,,,0.6666666667,0,0.3333333333,1,0.6666666667,1,1
12521,In which sitcom did Jeff Conaway acted and had TNT as its network ?,5,2,2,1,13,"http://dbpedia.org/resource/TNT_(TV_channel),http://dbpedia.org/resource/Jeff_Conaway",1,FALSE,FALSE,TRUE,1,1,1,,,0.8,0,0.6666666667,,0.3333333333,0.5,0.6666666667,,1,1,0.5,1,1,1,0
12522,Who are the people which ITV(TV network) has employed ?,2,1,1,0,9,http://dbpedia.org/resource/ITV_(TV_network),1,TRUE,FALSE,TRUE,,1,0,,0,1,0,1,,0,1,0,,0,0,0,,1,,
12523,Who is the coach of England national under-21 football team ?,2,1,1,0,10,http://dbpedia.org/resource/England_national_under-21_football_team,5,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,,,0.6666666667,1,,0,0,0,0.6666666667,0,0,1,0
12524,What are the non-fiction topics in the books whose authors is Terry Pratchett ?,4,2,1,1,13,http://dbpedia.org/resource/Terry_Pratchett,2,FALSE,TRUE,TRUE,1,1,1,,1,1,1,1,,0.4,0.6666666667,,,1,0.6666666667,0.5,1,1,1,1
12525,Where is the senator from whose successor was James belford ?,4,2,1,1,10,http://dbpedia.org/resource/James_B._Belford,2,FALSE,FALSE,FALSE,1,,1,0,,0,0,1,,0,,1,,,0,0.6666666667,1,,1,
12526,List the software using C++ as programming language and licence is Software as a service ?,5,2,2,1,15,"http://dbpedia.org/resource/C++,http://dbpedia.org/resource/Software_as_a_service",1,TRUE,TRUE,TRUE,,,0,,,0,,,,0,0,0.5,,,0,0.5,,0,,
12527,What is the religion of the ethnic group to which the relatives of Waxiang people belong ?,4,2,1,1,16,http://dbpedia.org/resource/Waxiang_people,2,FALSE,TRUE,FALSE,,1,,,,,,,,0.4,0,,,,0,0,,0,1,
12528,What is the drafted team of the people expected to join toronto marlies ?,4,2,1,1,13,http://dbpedia.org/resource/Toronto_Marlies,2,FALSE,TRUE,FALSE,,1,,,,1,0,,,1,0,,,,,1,,,,
12529,"What city in the US was Alfred Phillips born in, and is the resting place of William Smith ?",4,2,2,0,18,"http://dbpedia.org/resource/William_H._Smith_(Connecticut),http://dbpedia.org/resource/Alfred_N._Phillips",2,FALSE,FALSE,TRUE,,0,0,0,,0,,0,,0,0,0,0,,0,0,0,0,1,0
12530,Who appointed the governor under whom Richard Winn works ?,4,2,1,1,9,http://dbpedia.org/resource/Richard_Winn,2,FALSE,TRUE,TRUE,1,1,1,0,,1,,1,,0.6666666667,0.6666666667,1,,1,1,1,1,1,1,
12531,Whose deputy is Neil Brown ?,2,1,1,0,5,http://dbpedia.org/resource/Neil_Brown_(Australian_politician),2,FALSE,FALSE,TRUE,,,0,,,0,,0,,0,,,,,0,,0,0,1,
12532,List the broadcast area of the TV stations which also serves in Agalga ?,3,2,1,0,13,http://dbpedia.org/resource/Agaléga,1,FALSE,FALSE,TRUE,,,,,,,0,,,0,0,0,,,0,0,,0,,
12533,Which operating system provider of LG Optimus Vu is also the employer of Manu Cornet ?,4,2,2,0,15,"http://dbpedia.org/resource/LG_Optimus_Vu,http://dbpedia.org/resource/Manu_Cornet",3,FALSE,TRUE,TRUE,,0.8,0,,0,0.4,0,0.5,,0.8,0.6666666667,,,0.6666666667,0.6666666667,0.5,0.6666666667,0.6666666667,1,0
12534,In which countries have models hanged themselves ?,4,2,1,1,7,http://dbpedia.org/resource/Suicide_by_hanging,2,FALSE,FALSE,FALSE,,,,,,,,,,0,0,,,,,0,,,,
12535,Marika Gombitov makes songs in which languages ?,3,2,1,0,7,http://dbpedia.org/resource/Marika_Gombitová,2,FALSE,FALSE,TRUE,,,,0,1,,,1,,,,,0,,1,,1,1,,
12536,What is the mascot of the handball teams in the Turkish Handball Super League ?,4,2,1,1,14,http://dbpedia.org/resource/Turkish_Handball_Super_League,4,FALSE,TRUE,TRUE,1,1,1,,,1,,,,1,0.5,,,1,,0.6666666667,1,1,,
12537,Name the TV show distributed by Broadcast Syndication and is broadcasted by comedy central ?,5,2,2,1,14,"http://dbpedia.org/resource/Broadcast_syndication,http://dbpedia.org/resource/Comedy_Central",2,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,,0.6666666667,,1,,0.8,0.5,,,1,0.4,0.5,0.6666666667,0.5,,
12538,What band made The trial and One of these days song ?,4,2,2,0,11,"http://dbpedia.org/resource/The_Trial_(song),http://dbpedia.org/resource/One_of_These_Days_(instrumental)",2,FALSE,FALSE,FALSE,,0,,,,,,,,0,0,,,0,,0,0,0,,
12539,What is Bob Adams (American football) known for ?,2,1,1,0,8,http://dbpedia.org/resource/Bob_Adams_(American_football),2,FALSE,FALSE,TRUE,0,0,0,,,0,,,,0,0.6666666667,,,0,0,,0,0,1,
12540,Which country's people work in the Birdman enterprises ?,4,2,1,1,8,http://dbpedia.org/resource/Birdman_Enterprises,2,FALSE,TRUE,FALSE,1,1,1,,,1,,0,,0.5,0.6666666667,0,,1,0,0,0,1,,
12541,"List the sports associated with Mariveles, Bataan ?",3,2,1,0,7,"http://dbpedia.org/resource/Mariveles,_Bataan",2,FALSE,TRUE,TRUE,0,1,1,,,1,0,,,0,0,,,1,0.6666666667,0.8,0,0,1,
12542,What company made facebook messenger and is the platform where Words of Gold can be played ?,5,2,2,1,16,"http://dbpedia.org/resource/Words_of_Gold,http://dbpedia.org/resource/Facebook_Messenger",3,FALSE,TRUE,FALSE,,1,,,0,0.6666666667,0,,,1,0,,,0,0,0,,0,,
12543,What is the common party of the Manthena Venkata Raju and  B. Shiva Rao ?,4,2,2,0,14,"http://dbpedia.org/resource/Manthena_Venkata_Raju,http://dbpedia.org/resource/B._Shiva_Rao",3,FALSE,TRUE,TRUE,0.6666666667,1,0.5,0,1,0.5,,1,,1,0.8,0.5,0,1,0.5,0.4,1,1,1,0.6666666667
12544,Who is the spouse of Daniel Gibson ?,2,1,1,0,7,http://dbpedia.org/resource/Daniel_Gibson,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,,1,,1,0,1,1,1,1,1,1,
12545,Which country does league of Nguendula Filipe belongs to ?,3,2,1,0,9,http://dbpedia.org/resource/Nguendula_Filipe,2,FALSE,TRUE,TRUE,,1,,,1,,,1,,1,0,,,1,1,,1,1,1,1
12546,Which party does Iqbal Singh and B Shiva Rao currently belong to ?,4,2,2,0,12,"http://dbpedia.org/resource/Iqbal_Singh_(politician),http://dbpedia.org/resource/B._Shiva_Rao",2,FALSE,FALSE,TRUE,,0.6666666667,0,,0,0,,0.5,,0.5,,0,,0.6666666667,0.5,0,0,0,1,0
12547,What sports are there at the universities affiliated to the National Capital Region Athletic Association ?,4,2,1,1,15,http://dbpedia.org/resource/National_Capital_Region_Athletic_Association,5,FALSE,TRUE,TRUE,1,1,1,,1,1,,,,0.5,0,,,1,0.6666666667,0.4,1,0,1,1
12548,What musician is often associated with Tiffany Villarreal and wrote Same Song ?,4,2,2,0,12,"http://dbpedia.org/resource/Same_Song_(Digital_Underground_song),http://dbpedia.org/resource/Tiffany_Villarreal",2,FALSE,FALSE,TRUE,0,0.6666666667,0,0,0,0,,0.6666666667,,0.6666666667,0,0.6666666667,,0.6666666667,0.5,0.5,0.6666666667,0.5,1,
12549,Which races has the horse bred by Jacques Van't Hart participated in ?,4,2,1,1,12,http://dbpedia.org/resource/Jacques_Van't_Hart,3,FALSE,TRUE,TRUE,,,,,,,,0,,0,0,,,,0,0,0,0,1,0
12550,Who is owner of the soccer club which owns the Cobham Training Centre ?,3,2,1,0,13,http://dbpedia.org/resource/Cobham_Training_Centre,3,FALSE,TRUE,TRUE,0,1,0,,1,0,,0,,0.5,0,,,0,0,0,0,0,,
12551,Which associate of Thomas bryan Martin is also the president of Carmichael ?,4,2,2,0,12,"http://dbpedia.org/resource/Thomas_Bryan_Martin,http://dbpedia.org/resource/William_Carmichael_(diplomat)",3,FALSE,TRUE,FALSE,0.6666666667,0.6666666667,0.6666666667,0,,0.6666666667,0,0,,0.5,0.6666666667,,0,0.6666666667,0,,0,,1,0.6666666667
12552,What cities are nearer to Fuountain Lake Farm ?,2,1,1,0,8,http://dbpedia.org/resource/Fountain_Lake_Farm,3,FALSE,FALSE,TRUE,,,,,,,,1,,,0,0,,,1,0,1,0,,
12553,Who all have been a president of educational institutes in Paud ?,4,2,1,1,11,http://dbpedia.org/resource/Paud,1,FALSE,TRUE,TRUE,,,1,,0,1,,1,,0,0,,,,1,0,1,1,1,0
12554,Which governer of Winston Bryant is the president of Joseph Stiglitz ?,4,2,2,0,11,"http://dbpedia.org/resource/Winston_Bryant,http://dbpedia.org/resource/Joseph_Stiglitz",2,FALSE,TRUE,TRUE,0.6666666667,1,1,0.6666666667,,1,,1,1,0.8,0.8,,,1,1,0.8,1,,1,
12555,In which city is the distributor of Jeevan Mrityu located ?,3,2,1,0,10,http://dbpedia.org/resource/Jeevan_Mrityu,2,FALSE,TRUE,TRUE,,1,,,,1,,,,1,,0,,,0,0,,0,1,
12556,What is the alma mater of the James Still which is also the alma mater of Tom Maniatis ?,4,2,2,0,18,"http://dbpedia.org/resource/James_Still,http://dbpedia.org/resource/Tom_Maniatis",2,FALSE,TRUE,TRUE,1,0.6666666667,1,,,0.8,,1,1,0.8,0.8,,,0.6666666667,0.5,1,0.6666666667,1,1,
12557,What is the layout of the automobiles designed by Olivier Boulay ?,4,2,1,1,11,http://dbpedia.org/resource/Olivier_Boulay,2,FALSE,TRUE,TRUE,0,1,0,,0,1,,,0,0.5,0,,,0,0,0.5,0,0,1,0
12558,List the origin of the weapons which were used in the American Revolutionary War. ?,4,2,1,1,14,http://dbpedia.org/resource/American_Revolutionary_War,3,FALSE,TRUE,TRUE,0,1,0,,0,1,,,0,0.5,1,,,0,0,0.4,0,,,
12559,In which race did Coneygree the racehorse and Fergie Sutherland the horse trainer participate ?,4,2,2,0,14,"http://dbpedia.org/resource/Fergie_Sutherland,http://dbpedia.org/resource/Coneygree",2,FALSE,TRUE,TRUE,0,1,0.5,,0.6666666667,0.4,,0.5,0.5,0.6666666667,0.4,,,0.6666666667,0.5,0.3333333333,0.6666666667,,1,1
12560,To which educational institutes is Samuel Isham associated to ?,2,1,1,0,9,http://dbpedia.org/resource/Samuel_Isham,2,FALSE,TRUE,TRUE,,1,,0,,,,1,1,1,1,,0,1,1,0.4,1,1,1,
12561,Who originally wrote the manga which was later illustrated by Tamon Ohta ?,4,2,1,1,12,http://dbpedia.org/resource/Tamon_Ohta,2,FALSE,TRUE,TRUE,0,0,0,,,0.6666666667,,0,0,0,0,,,0,0,,,0,,
12562,What program is  presented by Brian Dunkleman and has artist as Simon Fuller ?,5,2,2,1,13,"http://dbpedia.org/resource/Brian_Dunkleman,http://dbpedia.org/resource/Simon_Fuller",2,FALSE,TRUE,TRUE,1,1,1,0.6666666667,0,1,,1,1,1,0.5,0.6666666667,0,1,0.8,0.6666666667,1,1,1,0
12563,What is the mascot of alma mater of John O Moseley ?,3,2,1,0,11,http://dbpedia.org/resource/John_O._Moseley,3,FALSE,FALSE,TRUE,,1,0,,0,0,,0,0,0.6666666667,0,0,,0,0,0,0,0,,
12564,Henry McDaniel's trained horses have won which awards ?,4,2,1,1,8,http://dbpedia.org/resource/Henry_McDaniel_(racehorse_trainer),2,FALSE,FALSE,TRUE,,,0,,,1,,0,0,0,0,,,,0,0,0,0,1,
12565,Which broadcast area of Mauritius Broadcasting Corporation is also the nationality of Michael Medor ?,4,2,2,0,14,"http://dbpedia.org/resource/Mauritius_Broadcasting_Corporation,http://dbpedia.org/resource/Michael_Medor",3,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,0,0.5,0.6666666667,,,1,1,0.6666666667,,,1,0.8,0.8,1,1,1,0.6666666667
12566,What is the person known for who is the movie director of Sleepy-Time Squirrel ?,4,2,1,1,14,http://dbpedia.org/resource/Sleepy-Time_Squirrel,2,TRUE,TRUE,TRUE,,1,,,,,,,0,0.6666666667,0,,,,0,0,,0,,
12567,"What shows used to air on the channel which was earlier known as ""The Comedy Central"" ?",4,2,1,1,16,http://dbpedia.org/resource/The_Comedy_Channel_(United_States),3,FALSE,FALSE,TRUE,0,0,0,,0,0,,0,0,0,0,,,0,0,0,,0,,
12568,Who is the cover artist of Doctor Mirabilis (novel) ?,2,1,1,0,9,http://dbpedia.org/resource/Doctor_Mirabilis_(novel),2,FALSE,FALSE,TRUE,,0,0,,,0,,0,0,0,0,0,,0,0,0,0,0,1,
12569,Name the sport league of Hampton Roads Rhinos ?,2,1,1,0,8,http://dbpedia.org/resource/Hampton_Roads_Rhinos,3,FALSE,TRUE,TRUE,,1,1,,1,1,,1,1,0.6666666667,0.5,,,1,0,0.25,1,0.5,1,1
12570,Name the university of Alexandre Tichonov ?,2,1,1,0,6,http://dbpedia.org/resource/Alexandre_Tichonov,2,FALSE,TRUE,TRUE,,1,,,,,,1,1,1,0,,,1,0.6666666667,0,1,0.6666666667,,
12571,Name the office of Richard Coke ?,2,1,1,0,6,http://dbpedia.org/resource/Richard_Coke,2,FALSE,TRUE,TRUE,1,1,1,,,1,0,1,1,1,,,,1,0.6666666667,,1,1,1,0
12572,Which city's teams have been coached by Gary Kubaik ?,4,2,1,1,9,http://dbpedia.org/resource/Gary_Kubiak,2,FALSE,FALSE,TRUE,,,,,0,,,,,,0,,,,,,,,,
12573,Who gave the voice to the characters sculpted by Clamp ?,4,2,1,1,10,http://dbpedia.org/resource/Clamp_(manga_artists),1,FALSE,FALSE,TRUE,0,,0,,,1,,,0,0,0,,,,0,,0,,1,
12574,"Which political party of kumta had affiliation with Indian general election, 2004 (Andhra Pradesh) ?",4,2,2,0,14,"http://dbpedia.org/resource/Kumta,http://dbpedia.org/resource/Indian_general_election,_2004_(Andhra_Pradesh)",1,FALSE,TRUE,FALSE,0,0.5714285714,0,,0,0.5,0,0,0,0.2857142857,0.2857142857,,,0,0,0,0,0,1,1
12575,Which composer of Motorpsycho Nitemare has also composed The time are A-Changing ?,4,2,2,0,12,"http://dbpedia.org/resource/Motorpsycho_Nitemare,http://dbpedia.org/resource/The_Times_They_Are_a-Changin'_(musical)",2,FALSE,TRUE,TRUE,,0.6666666667,0,,,0.5,,0,0,0.5,0,0,,,0,0,,0,1,
12576,Who are the stars of the movies which are distributed by Artisan Entertainment ?,4,2,1,1,13,http://dbpedia.org/resource/Artisan_Entertainment,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,0.5,0.4,,,1,1,0.4,,0.6666666667,,
12577,Which nearest city of Jurgens Site is the death plce of Jimmie Heuga ?,4,2,2,0,13,"http://dbpedia.org/resource/Jurgens_Site,http://dbpedia.org/resource/Jimmie_Heuga",2,FALSE,TRUE,TRUE,0.6666666667,0.8,1,0.6666666667,1,1,,1,1,0.8,0.6666666667,,0,1,1,0.8,1,1,1,0.6666666667
12578,On which river are there things belonging to zambezi river authority ?,3,2,1,0,11,http://dbpedia.org/resource/Zambezi_River_Authority,3,FALSE,TRUE,FALSE,,1,1,,,1,0,,1,1,,,,1,1,0.4,,,,
12579,What are the nearest city to the historic places whose one of the nearest city is Wisconsin ?,4,2,1,1,17,http://dbpedia.org/resource/Wisconsin,1,FALSE,TRUE,TRUE,1,,1,1,,1,1,1,1,0,0.6666666667,,,,1,,1,1,1,
12580,To which political party does Virendra Kataria belongs ?,2,1,1,0,8,http://dbpedia.org/resource/Virendra_Kataria,2,FALSE,TRUE,TRUE,0,1,0,1,1,0,,1,0.6666666667,0.6666666667,0.6666666667,,,1,0.6666666667,0.6666666667,1,0.6666666667,,
12581,Who is married to Tony Ramo ?,2,1,1,0,6,http://dbpedia.org/resource/Tony_Romo,2,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,
12582,Who wrote Heroman ?,2,1,1,0,3,http://dbpedia.org/resource/Heroman,1,FALSE,TRUE,TRUE,,1,,,,1,,,,1,,,,,,,,,1,
12583,In which war did the units garrisoned at Turin fight ?,3,2,1,0,10,http://dbpedia.org/resource/Turin,1,FALSE,TRUE,TRUE,1,1,1,1,0,1,1,1,1,0.4,0.5,1,0,1,1,0.5,1,1,1,0
12584,Whose work is in the Musee d'orsay ?,4,1,1,1,7,http://dbpedia.org/resource/Musée_d'Orsay,2,FALSE,FALSE,FALSE,,1,1,,1,1,,1,0.6666666667,0,,0,,1,0,0,1,0,,
12585,Which president had lieutenants whose governor was Bill Clinton ?,4,2,1,1,9,http://dbpedia.org/resource/Bill_Clinton,2,FALSE,TRUE,TRUE,1,1,1,1,,1,0,1,0.6666666667,0.4,0.6666666667,0.6666666667,,1,0.6666666667,0.6666666667,1,0.6666666667,1,
12586,Which animator of the The Skeleton Dance is also the  cinematographer of the Mickey's Mellerdrammer ?,4,2,2,0,15,"http://dbpedia.org/resource/The_Skeleton_Dance,http://dbpedia.org/resource/Mickey's_Mellerdrammer",3,FALSE,TRUE,TRUE,0,1,0,,0,0.4,,,0,0.3333333333,0.5,,,,0,0.4,0,,1,
12587,Brian Dunkleman is the presenter of what TV show ?,3,1,1,1,9,http://dbpedia.org/resource/Brian_Dunkleman,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,,1,0.6666666667,0.6666666667,1,,1,
12588,"List the television shows whose distributors are located at Burbank, California. ?",4,2,1,1,11,"http://dbpedia.org/resource/Burbank,_California",2,FALSE,TRUE,TRUE,0,1,1,0,,1,0.8,1,0.5714285714,0,0.8,,,1,0,0.5,0,0.8,1,
12589,What is the type of Naval Station Bremerton ?,2,1,1,0,8,http://dbpedia.org/resource/Naval_Station_Bremerton,3,FALSE,TRUE,TRUE,1,1,1,0,1,0,,,1,1,,,,1,1,0.2857142857,1,0,1,1
12590,What are some movies whose distributors are led by Kevin Tsujihara ?,4,2,1,1,11,http://dbpedia.org/resource/Kevin_Tsujihara,2,FALSE,TRUE,TRUE,1,1,1,1,,1,,1,0.6666666667,0.5,0.5,,,1,0.6666666667,0.5,1,0.6666666667,1,
12591,Who is the President of United World College of Costa Rica ?,2,1,1,0,11,http://dbpedia.org/resource/United_World_College_of_Costa_Rica,6,FALSE,TRUE,FALSE,0,1,0,,,0,0,,1,1,0.6666666667,,,1,0,,0,0.6666666667,1,0.6666666667
12592,In which movies directed by Orson Welles has Bernard Herrmann as music composer ?,5,2,2,1,13,"http://dbpedia.org/resource/Bernard_Herrmann,http://dbpedia.org/resource/Orson_Welles",2,FALSE,TRUE,TRUE,1,1,0.8,0.6666666667,,0.8,1,0.8,0.8,0.6666666667,0.8,,0,1,0.8,0.6666666667,1,,1,1
12593,What is the religion of the person who founded the Emel magazine ?,4,2,1,1,12,http://dbpedia.org/resource/Emel_(magazine),1,FALSE,FALSE,TRUE,1,1,1,0,0,1,,1,1,0,0,1,0,1,1,0,1,,1,0
12594,What is the alma mater of the author of Letter to a Christian Nation ?,3,2,1,0,14,http://dbpedia.org/resource/Letter_to_a_Christian_Nation,5,FALSE,TRUE,FALSE,,1,0,,0,0,,0,1,0.6666666667,0.5,,,1,0,0.4,0,0.6666666667,,
12595,Which basketball team's president studied in the Brockport Golden Eagles ?,4,2,1,1,10,http://dbpedia.org/resource/Brockport_Golden_Eagles,3,FALSE,TRUE,TRUE,0,1,0,0,1,0,,1,1,0.6666666667,1,,,1,,0.3333333333,1,1,1,1
12596,Who is the developer of the software which serves the platform for King's Quest VI ?,4,2,1,1,15,http://dbpedia.org/resource/King's_Quest_VI,3,FALSE,TRUE,TRUE,,1,,,,,,0,0,0,0,0,,0,0,0,,0,,
12597,Which owner of the national Herald india is the leader of Kumta ?,4,2,2,0,12,"http://dbpedia.org/resource/The_National_Herald_(India),http://dbpedia.org/resource/Kumta",3,FALSE,FALSE,FALSE,0.5,0.8,0.5,0,,1,0,0.5,0.5,0.4,0.6666666667,0.6666666667,,0.5,0.5,0.5,0,0.6666666667,1,
12598,Name the saint whose major shrine is in Canada and was canonized by Pope Benedict XVI ?,5,2,2,1,16,"http://dbpedia.org/resource/Canada,http://dbpedia.org/resource/Pope_Benedict_XVI",1,FALSE,TRUE,TRUE,1,0.6666666667,1,0.6666666667,0,0.8,0.6666666667,1,1,0.6666666667,0.5714285714,,,0.6666666667,0.8,1,1,0.8,1,0.6666666667
12599,Where else did the graduates of the university of west indies study ?,3,2,1,0,12,http://dbpedia.org/resource/University_of_the_West_Indies,4,FALSE,FALSE,FALSE,0,1,0,,,0,,,1,0.5,,1,,1,,1,,,,
12600,Which statesman is married to Dolley Madison ?,3,1,1,1,7,http://dbpedia.org/resource/Dolley_Madison,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,1,1,,,1,1,0.5,1,1,1,1
12601,Who penned Emma and Jane Austen in Manhatten ?,4,2,2,0,8,"http://dbpedia.org/resource/Jane_Austen_in_Manhattan,http://dbpedia.org/resource/Emma_(novel)",4,FALSE,FALSE,FALSE,0,0,0,,0,0,0,0,0,0,0.5,,,0,0,0,0,0,1,0
12602,Which city's mayor is married to Jean Marc Germain ?,3,2,1,0,9,http://dbpedia.org/resource/Jean-Marc_Germain,3,FALSE,FALSE,TRUE,0,1,0,,1,0,,1,1,0.6666666667,0,0,,1,1,0,1,1,,
12603,Which nationality of Newin Chidchob is also the nationality of Ajahn Sao Kantaslo ?,4,2,2,0,13,"http://dbpedia.org/resource/Newin_Chidchob,http://dbpedia.org/resource/Ajahn_Sao_Kantasīlo",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.5,,1,0.5,,1,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,0.8,0.4,1,0.5,1,0.6666666667
12604,What is the official residence of the Christopher Daz Figuero which is also the  state of the Cruce a Nado Internacional ?,4,2,2,0,21,"http://dbpedia.org/resource/Christopher_Díaz_Figueroa,http://dbpedia.org/resource/Cruce_a_Nado_Internacional",3,FALSE,FALSE,TRUE,,0.5,0,,,0,,0,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,0,0.25,,0.5,,
12605,What are the track and field events of Jamiatu Muslim Mindanao ?,2,1,1,0,11,http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao,3,FALSE,TRUE,TRUE,0,1,1,0,1,1,,,,0.6666666667,0.6666666667,,,1,0.6666666667,0.6666666667,1,,1,1
