QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,WordCountEntity1,AvgWordCount,Special Character,Explicit E1,Explicit E1 and E2,Capital/Small Letters E1,Capital letter E1 and E2,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
,,4,2,2,0,15,"http://dbpedia.org/resource/Neil_Cross,http://dbpedia.org/resource/Russell_T_Davies",0,2,0,TRUE,0.5,TRUE,0.5,0.5,0.5,0.5,,,0.5,,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,1,
,,5,2,2,1,16,"http://dbpedia.org/resource/Sierra_Nevada_(U.S.),http://dbpedia.org/resource/Inyo_National_Forest",0,2.5,0,FALSE,0.5,TRUE,1,0.5,1,0.5,0,0.5,1,,,0.5,0.5,1,,,0.5,0.5,0.5,0.5,0.5,1,0.5
,,3,1,1,0,8,http://dbpedia.org/resource/Progressive_rock,2,0,0,TRUE,0.5,FALSE,0,0,1,0,,,1,,0,0,1,1,,,0,0,1,,0,,
,,3,0,2,0,8,"http://dbpedia.org/resource/AMC_Gremlin,http://dbpedia.org/resource/Audi",0,1.5,0,TRUE,1,TRUE,1,0.5,0.5,0.5,,0,1,,,0.5,1,1,,,,0.5,1,,0.5,1,
,,3,2,1,0,10,http://dbpedia.org/resource/Carmela_Soprano,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,,,1,1,1,1,,1,1
,,3,1,1,1,6,http://dbpedia.org/resource/Eurovision_(network),1,0,0,FALSE,0,TRUE,0.5,,,,,,,0,,1,0,0,,,,1,0,,0,,
,,3,0,2,0,6,"http://dbpedia.org/resource/Jean_Grey,http://dbpedia.org/resource/Stan_Lee",0,2,0,TRUE,1,TRUE,1,1,1,1,,0,1,,1,1,1,1,,,1,1,,1,1,1,
,,4,2,1,1,23,http://dbpedia.org/resource/Cape_Canaveral_Air_Force_Station_Launch_Complex_5,8,0,0.5,TRUE,0.5,TRUE,0.5,0,1,0,,0,1,,,0,1,1,,,0,0,0,0,0,,
,,3,1,1,1,6,http://dbpedia.org/resource/Giuseppe_Bertello,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,0,1,,1,1,1,,,,1,1,1,1,1,1,0
,,3,1,1,1,10,http://dbpedia.org/resource/New_York_Post,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,1,,1,1,1,,,1,1,1,1,1,1,0
,,4,2,2,0,18,"http://dbpedia.org/resource/C++,http://dbpedia.org/resource/Microsoft_Windows",0,1.5,0.5,TRUE,1,TRUE,1,0,0.5,0,0,,0.5,,,0,0.5,0.5,0,,0,0,1,0,0,1,
,,3,2,1,0,11,http://dbpedia.org/resource/Canadians,1,0,0,FALSE,0,TRUE,0.5,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,1,
,,2,1,1,0,9,http://dbpedia.org/resource/George_Madison,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,,1,1,1,1,1,
,,5,2,2,1,16,"http://dbpedia.org/resource/Judy_Hart_Angelo,http://dbpedia.org/resource/Glen_and_Les_Charles",0,3.5,0,FALSE,0.5,FALSE,0,0.5,0.5,0.5,0,,0.5,,0.5,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,1,
,,4,2,1,1,10,http://dbpedia.org/resource/Mark_Sandrich,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,0,,,1,1,1,1,1,1,
,,3,0,1,0,15,http://dbpedia.org/resource/Sanskrit,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,0,0,1,0,0,,,0,1,,0,,
,,3,2,1,0,10,http://dbpedia.org/resource/KTXY,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,0,,,,1,1,1,1,,1,1,1,,1,,
,,3,1,2,0,15,"http://dbpedia.org/resource/Tennis_at_the_2012_Summer_Olympics_–_Women's_singles,http://dbpedia.org/resource/Maria_Sharapova",0,3.5,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,1,
,,4,2,1,1,14,http://dbpedia.org/resource/Subaru_Outback,2,0,0,TRUE,0.5,TRUE,0.5,0,,1,,1,1,,,0,0,0,0,,,1,0,,0,,
,,4,2,1,1,8,http://dbpedia.org/resource/Zambia,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,1,1,1,1,1,,,1,1,0,1,1,1,
,,2,0,1,0,10,http://dbpedia.org/resource/Massachusetts_House_of_Representatives,4,0,0,TRUE,0.5,FALSE,0,0,1,0,0,0,0,0,,1,1,1,,0,1,0,1,0,1,1,0
,,2,1,1,0,9,http://dbpedia.org/resource/Naval_Support_Activity_Naples,4,0,0,TRUE,0.5,TRUE,0.5,0,1,0,0,0,1,,0,0,1,0,,,0,0,1,,0,1,
,,4,2,2,0,11,"http://dbpedia.org/resource/Royal_Society,http://dbpedia.org/resource/Trinity_House",0,2,0,TRUE,1,TRUE,1,1,0.5,1,,0,1,,1,1,1,,,,0.5,1,1,,1,,
,,3,1,1,0,15,http://dbpedia.org/resource/Muslim_Brotherhood,2,0,0,TRUE,0.5,FALSE,0,1,1,1,,,1,1,,1,1,0,1,,1,1,1,,0,,
,,2,1,1,0,9,http://dbpedia.org/resource/Saint_Petersburg_–_Moscow_Railway,4,0,0,FALSE,0,TRUE,0.5,0,1,0,0,,0,,,,0,0,,0,,0,0,,0,,
,,4,0,1,1,12,http://dbpedia.org/resource/Sony_Music_Entertainment,2,0,0,FALSE,0,TRUE,0.5,1,,1,0,,1,,1,1,0,1,0,0,,1,0,1,1,1,
,,3,2,1,0,14,http://dbpedia.org/resource/Hylebos_Creek,2,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,1,0,,1,1,1,1,1,,1,1,1,1,1,1,1
,,3,1,2,0,9,"http://dbpedia.org/resource/Mississippi_River,http://dbpedia.org/resource/Clearwater_County,_Minnesota",0,1.5,0,FALSE,0,FALSE,0,0.3333333333,0.6666666667,0.3333333333,,,0.6666666667,0.3333333333,,0.6666666667,0.3333333333,0.6666666667,,,0.3333333333,0.3333333333,1,,0.6666666667,1,
,,3,1,1,0,10,http://dbpedia.org/resource/Tendring,1,0,0,TRUE,0.5,FALSE,0,,1,,,,1,1,,,1,0,,,,,1,,,,
,,3,1,1,0,12,http://dbpedia.org/resource/Grameen_Bank,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1
,,2,1,1,0,7,http://dbpedia.org/resource/Black_Grape_Global,3,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,1,0,,1,0,0,,,,1,1,0,,1,,
,,2,1,1,0,5,http://dbpedia.org/resource/Phil-Ellena,1,0,0.5,TRUE,0.5,TRUE,0.5,,1,,,,,,,,1,0,,,,0,,,0,1,
,,3,1,1,1,8,http://dbpedia.org/resource/Lucius_Cornelius_Lentulus_Crus,2,0,0,FALSE,0,TRUE,0.5,,,,1,,,,,,,,,0,,,,,,,
,,2,0,1,0,6,http://dbpedia.org/resource/MasterCard_Centre,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,,,1,1,1,,,1,1,1,1,1,1,1
,,4,2,2,0,11,"http://dbpedia.org/resource/Kelly_Brook,http://dbpedia.org/resource/Rosie_Huntington-Whiteley",0,2,0.5,TRUE,1,TRUE,1,1,1,1,,0.5,1,,1,1,1,1,,,1,1,1,1,1,1,0.5
,,4,2,1,1,12,http://dbpedia.org/resource/Gerard_Marino,2,0,0,TRUE,0.5,TRUE,0.5,,1,0,0,,0,,1,1,1,1,,0,1,1,1,1,1,1,
,,4,2,2,0,10,"http://dbpedia.org/resource/Jimmy_Wales,http://dbpedia.org/resource/Latvian_Wikipedia",0,2,0,TRUE,1,FALSE,0.5,0.5,1,0.5,0,0,0.5,0,0.5,0.5,1,0.5,,0,0.5,0,1,0,0.5,1,0
,,4,2,2,0,12,"http://dbpedia.org/resource/Shimōsa_Plateau,http://dbpedia.org/resource/Siberia",0,1,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,,0,0.5,0.5,,0.5,0.5,1,0
,,2,1,1,0,6,http://dbpedia.org/resource/Robert_Hall_(economist),2,0,0,FALSE,0,FALSE,0,,,0,,,0,,0,0,0,,0,,,0,0,0,0,1,
,,2,1,1,0,10,http://dbpedia.org/resource/San_Francisco_49ers,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,1,,1,1,1,1,,1,0,1,,1,1,
,,4,2,1,1,12,http://dbpedia.org/resource/Pahang,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,0,1,1,1,1,1,1,,0,1,1,0,1,1,1,0
,,4,2,1,1,15,http://dbpedia.org/resource/Rock_and_Roll_Hall_of_Fame,6,0,0,TRUE,0.5,FALSE,0,,1,,,1,,,,1,1,1,,,1,0,1,0,,,
,,3,0,2,0,5,"http://dbpedia.org/resource/Richard_Marx,http://dbpedia.org/resource/Guitar",0,1.5,0,TRUE,1,TRUE,0.5,0.5,0.5,0.5,,,0.5,,0.5,0.5,1,1,,,0.5,0.5,0.5,0.5,0.5,1,
,,3,1,1,1,7,http://dbpedia.org/resource/Jay_Gogue,2,0,0,TRUE,0.5,TRUE,0.5,,1,,,,,,1,1,1,1,,,1,1,1,1,1,1,
,,4,2,2,0,9,"http://dbpedia.org/resource/John_McEwen,http://dbpedia.org/resource/Park_Chung-hee",0,2.5,0,FALSE,0,FALSE,0.5,0.5,0.5,0.5,,,0.5,,0.5,0.5,0.5,0,0.5,,0.5,0.5,0.5,0.5,0.5,,
,,4,2,1,1,14,http://dbpedia.org/resource/Troodos_Mountains,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,0,1,1,1,1,1
,,2,1,1,0,7,http://dbpedia.org/resource/Charles_Goodell,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,0,1,1,1,1,,,1,1,,1,1,1,0
,,4,2,2,0,15,"http://dbpedia.org/resource/Daund_Junction_railway_station,http://dbpedia.org/resource/Ujjain_Junction_railway_station",0,4,0,TRUE,1,FALSE,0,1,1,1,,1,0.5,,,0,1,0.5,,,0,1,1,1,0,1,1
,,3,2,1,0,12,http://dbpedia.org/resource/Bjelašnica,1,0,0,FALSE,0,TRUE,0.5,,1,,,,,,1,1,0,0,1,,1,1,1,1,1,1,
,,3,1,2,0,8,"http://dbpedia.org/resource/South_Island,http://dbpedia.org/resource/Christchurch",0,1.5,0,TRUE,1,TRUE,1,1,1,1,,0,1,0.5,1,1,1,1,,,0.5,1,0.5,1,1,1,0
,,4,2,1,1,13,http://dbpedia.org/resource/Robot_Wars:_Metal_Mayhem,4,0,0.5,TRUE,0.5,TRUE,0.5,0,1,0,,,0,,,,0,1,,,,0,1,,,,
,,2,1,1,0,13,http://dbpedia.org/resource/Purnima_Banerjee,2,0,0,TRUE,0.5,TRUE,0.5,0,1,1,0,1,1,,1,1,1,1,,,1,1,0,1,,1,1
,,4,0,1,1,13,http://dbpedia.org/resource/England,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,1,0,,0,,1,,1,1,1,0
,,4,2,2,0,17,"http://dbpedia.org/resource/Uniontown,_Pennsylvania,http://dbpedia.org/resource/Keller's_Mill_Covered_Bridge",0,2.5,0,FALSE,0.5,TRUE,0.5,0.6666666667,0.3333333333,0.6666666667,,,0.6666666667,0.3333333333,0.6666666667,1,0,0.3333333333,,,0.3333333333,0.6666666667,0,0.6666666667,1,1,0
,,3,0,1,0,10,http://dbpedia.org/resource/British_Columbia,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,0,1,0,1,1,1,1,,,1,1,1,1,1,1,0
,,4,2,1,1,15,http://dbpedia.org/resource/American_Basketball_League_(1996–98),3,0,0,FALSE,0,TRUE,0.5,0,0,0,,,0,,,0,0,0,,,0,0,0,0,,,
,,4,2,1,1,10,http://dbpedia.org/resource/Emil_Dean_Zoghby,3,0,0,TRUE,0.5,TRUE,0.5,,,0,,,0,,0,0,0,0,0,,,0,0,,0,,
,,4,2,1,1,14,http://dbpedia.org/resource/Louis_Brière_de_l'Isle,2,0,0,FALSE,0,TRUE,0.5,,,,,,,,0,,0,0,0,,,0,0,,,,
,,4,2,1,1,9,http://dbpedia.org/resource/United_States,0,0,0,FALSE,0,TRUE,0.5,,,,,,1,,,,0,0,0,,,,0,,0,,
,,2,1,1,0,7,http://dbpedia.org/resource/John_Fanning_(businessman),2,0,0,FALSE,0,TRUE,0.5,,1,0,,,0,,0,0,0,0,,,0,0,,0,0,1,
,,4,2,2,0,15,"http://dbpedia.org/resource/2015_Fort_Lauderdale_Strikers_season,http://dbpedia.org/resource/Fort_Lauderdale_Strikers",0,4,0.5,TRUE,1,FALSE,0.5,0.5,0.5,0.5,,0.5,0,,,0.5,0.5,1,,,,0.5,0,0.5,,1,1
,,4,1,1,1,10,http://dbpedia.org/resource/Germanic_languages,2,0,0,TRUE,0.5,FALSE,0,1,1,1,,,1,,1,1,1,0,1,,,1,1,0,,,
,,4,0,1,1,8,http://dbpedia.org/resource/England,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,0,0,,0,,1,0,1,1,1,0
,,3,1,1,1,7,http://dbpedia.org/resource/Massachusetts,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,1,0,1,1,1,1,1,0,1,0,,1,1,1,1,1,0
,,4,2,1,1,12,http://dbpedia.org/resource/Warner_Bros._Television,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,0,0,0,0,0,1,1,1,0,,,1,,0,0,0,1,1
,,3,1,2,0,10,"http://dbpedia.org/resource/Blue_Lagoon_Island,http://dbpedia.org/resource/The_Bahamas",0,2,0,TRUE,0.5,FALSE,0,,1,,,,1,0.5,,,1,1,,,,,0.5,,,,
,,2,1,1,0,6,http://dbpedia.org/resource/Rheinmetall_MG_60,3,0,0.5,TRUE,0.5,TRUE,0.5,0,1,0,0,0,0,,0,,1,1,,0,,,1,0,,1,1
,,3,0,2,0,10,"http://dbpedia.org/resource/The_Orator,http://dbpedia.org/resource/National_Archaeological_Museum_(Florence)",0,2.5,0,TRUE,0.5,TRUE,1,0,0.5,0,0,,1,0,,,0.5,0.5,,0,0,0,1,0,,,
,,3,1,2,0,8,"http://dbpedia.org/resource/Just_Another_Day...,http://dbpedia.org/resource/Queen_Latifah",0,2.5,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,1,0.5,,,0.5,0.5,0.5,0.5,0.5,1,0
,,2,1,1,0,7,http://dbpedia.org/resource/Moordener_Kill,2,0,0,TRUE,0.5,TRUE,0.5,,1,1,,,1,,1,1,1,1,,,1,1,1,,1,,
,,3,2,1,0,8,http://dbpedia.org/resource/Sean_Young,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,1,1,
,,3,1,2,0,10,"http://dbpedia.org/resource/Egyptian_Arabic,http://dbpedia.org/resource/Central_Semitic_languages",0,2.5,0,TRUE,1,TRUE,1,0.5,1,0.5,,0.5,1,,,0.5,1,0.5,,,0.5,0.5,1,,,,
,,4,2,2,0,10,"http://dbpedia.org/resource/Google_Web_Toolkit,http://dbpedia.org/resource/Google_Custom_Search",0,3,0,TRUE,1,TRUE,0.5,,1,,0,,1,0,,,1,1,,0,,,1,,,1,
,,3,0,1,0,16,http://dbpedia.org/resource/Robin_(comics),2,0,0.5,TRUE,0.5,TRUE,0.5,1,,1,,0,1,,0,0,0,0,,,,0,,0,,1,0
,,2,1,1,0,10,http://dbpedia.org/resource/Ben_Wilson_(American_football),4,0,0.5,TRUE,0.5,FALSE,0,0,1,0,0,,0,,,0,0,0,,0,0,0,,0,0,1,
,,4,2,2,0,13,"http://dbpedia.org/resource/North–South_Transport_Corridor,http://dbpedia.org/resource/Mumbai_Vadodara_Expressway",0,1.5,0,FALSE,0.5,TRUE,1,0.5,1,0.5,0,1,0.5,,,1,0.5,0.5,,,1,1,1,1,0.5,1,1
,,3,0,1,1,13,http://dbpedia.org/resource/San_Francisco_Art_Institute,4,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1
,,5,2,2,1,15,"http://dbpedia.org/resource/Anthrax,http://dbpedia.org/resource/Karl_Ewald_Hasse",0,2,0,TRUE,1,FALSE,0.5,,1,0.5,,0.5,1,,0.5,0.5,1,1,,0,0.5,0.5,0.5,0.5,,1,1
,,3,1,1,1,9,http://dbpedia.org/resource/Sierra_Nevada_(U.S.),2,0,0,FALSE,0,TRUE,0.5,0,1,0,0,0,1,,,0,0,1,,,0,0,0,0,0,1,0
,,4,2,1,1,13,http://dbpedia.org/resource/Animal,2,0,0,FALSE,0,TRUE,0.5,0,,0,,,1,,0,0,1,0,,,,0,0,,,,
,,2,1,1,0,4,http://dbpedia.org/resource/Instagram,1,0,0,TRUE,0.5,FALSE,0,,1,,,,1,,,,1,,,,,,,,,,
,,2,1,1,0,5,http://dbpedia.org/resource/Daniel_Gibson,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,,1,1,,1,,1,1,1,1,1,1,
,,4,2,1,1,9,http://dbpedia.org/resource/Feminism,1,0,0,FALSE,0,FALSE,0,,,,,,1,,,,1,0,,,,,,,,,
,,3,1,2,0,9,"http://dbpedia.org/resource/Voices_(group),http://dbpedia.org/resource/Tamera_Mowry",0,1.5,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,0,0.5,0.5,,0.5,0.5,0.5,,,0,0.5,0.5,,0.5,,1,1
,,3,1,1,1,9,http://dbpedia.org/resource/Cinema_International_Corporation,3,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,1,1,,0,0,1,1,,,0,0,0,0,0,1,1
,,4,2,1,1,10,http://dbpedia.org/resource/Democratic_Party_(United_States),2,0,0,FALSE,0,TRUE,0.5,0,,0,,,1,1,0,0,0,1,,,,0,1,0,0,1,
,,3,1,1,1,7,http://dbpedia.org/resource/The_American_Magazine,3,0,0,TRUE,0.5,FALSE,0,1,,0,,,0,,1,,,0,,,,1,1,1,1,,
,,2,1,1,0,8,http://dbpedia.org/resource/Toll_Global_Express,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,,,1,1,,1,1,1,
,,3,2,1,0,11,http://dbpedia.org/resource/Canton_of_Fribourg,3,0,0,TRUE,0.5,FALSE,0,0,1,0,0,,1,,,1,1,,1,0,,0,1,0,0,1,0
,,3,2,1,0,9,http://dbpedia.org/resource/Royal_Thai_Army,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1
,,3,1,2,0,12,"http://dbpedia.org/resource/Killing_Is_Out,_School_Is_In,http://dbpedia.org/resource/James_Brown",0,4,0,TRUE,1,FALSE,0,0.3333333333,1,0.3333333333,0,,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,,,0.3333333333,0,0.6666666667,0,0.3333333333,1,
,,3,1,2,0,9,"http://dbpedia.org/resource/Wichita_Recordings,http://dbpedia.org/resource/PIAS_Recordings",0,2,0,TRUE,1,TRUE,1,1,1,1,,0.5,1,,1,1,1,1,1,,1,1,1,0.5,1,1,
,,4,1,1,1,12,http://dbpedia.org/resource/Lucas_Oil_Stadium,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,1,,,1,1,,,1,1,1,1,,1,1
,,4,1,1,1,12,http://dbpedia.org/resource/Atlantic_Ocean,1,0,0,FALSE,0,TRUE,0.5,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,
,,2,1,1,0,5,http://dbpedia.org/resource/Ape,1,0,0,TRUE,0.5,FALSE,0,,,,,,,,,,,,,,,,,,,,
,,4,2,2,0,11,"http://dbpedia.org/resource/Irving_Chernev,http://dbpedia.org/resource/Karen_Grigorian",0,2,0,TRUE,1,TRUE,1,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Lake_Victoria,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,0,,1,1,,0,,1,1,0,1,1,1,
,,2,1,1,0,7,http://dbpedia.org/resource/Ivan_Fomin,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,,1,1,1,1,1,,1,1,1,1,1,1,0
,,3,0,2,0,11,"http://dbpedia.org/resource/Holler_If_Ya_Hear_Me_(musical),http://dbpedia.org/resource/Tupac_Shakur",0,3,0,FALSE,0,TRUE,1,,0,0.5,,0,0.5,,0.5,0.5,0.5,,,,,0.5,0.5,0.5,0.5,,
,,4,2,1,1,14,http://dbpedia.org/resource/Zuo_Zongtang,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1
,,4,2,2,0,13,"http://dbpedia.org/resource/India,http://dbpedia.org/resource/Salsette_Island",0,1.5,0,TRUE,1,TRUE,1,1,1,1,0.5,0.5,1,,1,1,0.5,0.5,,0,,1,1,1,1,1,0.5
,,4,2,2,0,16,"http://dbpedia.org/resource/Moscow-Kazan_high-speed_railway,http://dbpedia.org/resource/2011–12_FC_Spartak_Moscow_season",0,1.5,0.5,TRUE,0.5,FALSE,0.5,0,0.5,0,0,0,0,0,,0,0.5,0,,0,0,0,0,0,0,1,1
,,2,1,1,0,12,http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season,2,0,0.5,FALSE,0,TRUE,0.5,0,0,0,0,0,0,,,,0,0,,,0,0,0,0,0,1,1
,,2,1,1,0,9,http://dbpedia.org/resource/William_Deane,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,0,1,,1,1,1,1,,0,1,1,1,1,1,1,0
,,3,1,1,1,8,http://dbpedia.org/resource/Garry_Unger,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,,,0,1,1,1,1,1,1,
,,4,2,2,0,8,"http://dbpedia.org/resource/John_Thomson_Mason_(1787–1850),http://dbpedia.org/resource/Martino_Martini",0,1,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,,0.5,0.5,,0.5,0.5,0.5,,,0,0.5,0.5,,0.5,0.5,1,1
,,3,1,1,0,15,http://dbpedia.org/resource/President_of_France,3,0,0,TRUE,0.5,FALSE,0,0,1,0,0,1,0,,1,1,1,0,,0,1,0,1,0,0,1,1
,,3,0,2,0,7,"http://dbpedia.org/resource/Mona_Lisa,http://dbpedia.org/resource/Louvre",0,1.5,0,TRUE,1,TRUE,1,0,1,0,,0,0.5,0.5,0,0,1,1,0,,0,0,1,0,0,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Dallas_Cowboys,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,1,1,1,1,1
,,4,2,1,1,11,http://dbpedia.org/resource/Young_Life,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,0,1,,,,,0,1,,,1,1,,,,
,,3,0,1,1,11,http://dbpedia.org/resource/Mark_Stevens_(film_editor),2,0,0,FALSE,0,TRUE,0.5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,
,,4,0,2,0,20,"http://dbpedia.org/resource/Julian_Gingell,http://dbpedia.org/resource/Simon_Fuller",0,2,0,TRUE,1,TRUE,1,0.5,1,0.5,,0,0.5,,1,1,1,0.5,,,1,1,1,1,1,1,0
,,3,1,2,0,11,"http://dbpedia.org/resource/Sovereign_Military_Order_of_Malta,http://dbpedia.org/resource/Latin",0,3,0,TRUE,1,FALSE,0.5,0,0.5,0,0,0.5,0.5,,,0,0.5,0.5,,0,0,0,1,0,0,1,0
,,2,1,1,0,6,http://dbpedia.org/resource/Lake_Uniamési,2,0,0,FALSE,0,TRUE,0.5,,,,,,,,,0,0,0,,,,0,,,,,
,,4,2,1,1,15,"http://dbpedia.org/resource/A_Barrel_of_Laughs,_a_Vale_of_Tears",8,0,0,TRUE,0.5,FALSE,0,,1,,,0,,,0,1,0,1,0,,1,0,0,,1,,
,,4,2,2,0,13,"http://dbpedia.org/resource/Harlan_Mathews,http://dbpedia.org/resource/Richard_Merrill_Atkinson",0,2,0,TRUE,0.5,TRUE,0.5,,0.5,0.5,,0.5,0.5,,1,0.5,0.5,0.5,,,0.5,1,0.5,1,,1,1
,,4,2,1,1,12,http://dbpedia.org/resource/Wisconsin,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,,1,1,1,1,1,,,,,1,,1,1,1,
,,3,1,2,0,7,"http://dbpedia.org/resource/Chanté_mas,http://dbpedia.org/resource/West_Africa",0,2,0,FALSE,0.5,FALSE,0.5,0.5,,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,,0,,0.5,0.5,0.5,0.5,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Shimōsa_Plateau,2,0,0,FALSE,0,TRUE,0.5,,,,,,,,,0,0,0,0,,,,,,,,
,,3,0,1,0,16,http://dbpedia.org/resource/Russia,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
,,3,2,1,0,14,http://dbpedia.org/resource/International_Association_of_Universities,4,0,0,TRUE,0.5,FALSE,0,,1,,,,,,,1,1,1,,,1,0,1,,1,,
,,3,1,2,0,9,"http://dbpedia.org/resource/Karl_Marx,http://dbpedia.org/resource/Labor_relations",0,2,0,TRUE,1,TRUE,0.5,0.5,0.5,0.5,,,0.5,0.5,0.5,1,0.5,0.5,,,0.5,0.5,0.5,0.5,1,1,
,,3,1,1,1,6,http://dbpedia.org/resource/Diprotodontia,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,,,1,1,,,,,0,,,,
,,5,2,2,1,18,"http://dbpedia.org/resource/Edward_Douglass_White,http://dbpedia.org/resource/Charles_Phelps_Taft_II",0,3.5,0,TRUE,1,TRUE,1,1,1,1,0,0.5,1,,1,1,1,0.5,,0,1,1,1,1,1,1,1
,,4,2,1,1,14,http://dbpedia.org/resource/Convent_of_the_Barefoot_Trinitarians,5,0,0,TRUE,0.5,FALSE,0,,1,0,,,0,,,,1,0,0,,,0,0,,0,,
,,3,2,1,0,11,http://dbpedia.org/resource/Vandenberg_Air_Force_Base,4,0,0,FALSE,0,TRUE,0.5,,,0,,,0,,1,0,1,1,,,,1,1,1,0,,
,,3,0,2,0,12,"http://dbpedia.org/resource/Australia_at_the_2008_Summer_Olympics,http://dbpedia.org/resource/Stephanie_Rice",0,4,0.5,TRUE,1,FALSE,0.5,0,0.5,0,,,0.5,0,,0,1,0.5,,0,0,0,1,0,0,1,
,,4,2,2,0,14,"http://dbpedia.org/resource/Spanish_Harlem_Incident,http://dbpedia.org/resource/Girl_from_the_North_Country",0,4,0,TRUE,1,FALSE,0,,1,,,,0.5,,,,1,0.5,,,,0,1,0,,,
,,4,0,1,1,14,http://dbpedia.org/resource/Venkatraman_Ramakrishnan,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,,1,1,1,1,,0,1,1,1,1,1,1,1
